source,target,source_coordinates,target_coordinates,keywords,source_university,target_university
"Bentley, Tamara Heimarck","Kim, Haewon",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),painting,University of Michigan,University of Pennsylvania
"Bentley, Tamara Heimarck","Kim, Sung Shin",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),ming,University of Michigan,University of Pennsylvania
"Lai, Chuhui Judy","Qin, Fang",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),women,University of Michigan,University of Minnesota
"Lai, Chuhui Judy","Chang, Chia-Lan",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),women,University of Michigan,University of Southern California
"Lai, Chuhui Judy","Wang, Hsiu-yun",POINT (-83.731 42.2759),POINT (-89.393 43.0822),women,University of Michigan,University of Wisconsin - Madison
"Cheung, Joys Hoi Yan","Nakajima, Chieko",POINT (-83.731 42.2759),POINT (-83.731 42.2759),shanghai,University of Michigan,University of Michigan
"Cheung, Joys Hoi Yan","Zhang, Qian",POINT (-83.731 42.2759),POINT (-79.9763 40.4397),shanghai,University of Michigan,University of Pittsburgh
"Cheung, Joys Hoi Yan","Sun, Shao-yi",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),shanghai,University of Michigan,University of Southern California
"Cheung, Joys Hoi Yan","Orliski, Constance Ilene",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),shanghai,University of Michigan,University of Southern California
"Cheung, Joys Hoi Yan","Gao, Bei",POINT (-83.731 42.2759),POINT (-78.4855 38.0375),shanghai,University of Michigan,University of Virginia
"Cheung, Joys Hoi Yan","Lai, Yu-chih",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),shanghai,University of Michigan,Yale University
"Cheung, Joys Hoi Yan","Lee, Tahirih Victoria",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),shanghai,University of Michigan,Yale University
"Chao, Hui-Hsuan","Hayashi, Natsuko",POINT (-83.731 42.2759),POINT (-83.731 42.2759),japanese,University of Michigan,University of Michigan
"Chao, Hui-Hsuan","Kuo, Min-Hsun Christine",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),taiwan,University of Michigan,University of Minnesota
"Chao, Hui-Hsuan","Kang, Peite",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),taiwan,University of Michigan,University of Minnesota
"Chao, Hui-Hsuan","Barclay, Paul David",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),"japanese,taiwan",University of Michigan,University of Minnesota
"Chao, Hui-Hsuan","Lintin, Daniel Paul",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),taiwan,University of Michigan,University of Minnesota
"Chao, Hui-Hsuan","Ericson, Brenda A.",POINT (-83.731 42.2759),POINT (-106.6465 35.1054),taiwan,University of Michigan,University of New Mexico
"Chao, Hui-Hsuan","Ni, Chung-chun",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),taiwan,University of Michigan,University of Pennsylvania
"Chao, Hui-Hsuan","Sung, Kwang-Yu",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),taiwan,University of Michigan,University of Pennsylvania
"Chao, Hui-Hsuan","Kang, Lai-Yung",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),taiwan,University of Michigan,University of Pennsylvania
"Chao, Hui-Hsuan","Hall, Andrew Reed",POINT (-83.731 42.2759),POINT (-79.9763 40.4397),japanese,University of Michigan,University of Pittsburgh
"Chao, Hui-Hsuan","Liu, Shi-yung",POINT (-83.731 42.2759),POINT (-79.9763 40.4397),"taiwan,colonial",University of Michigan,University of Pittsburgh
"Chao, Hui-Hsuan","Ellis, Leon Hubbard",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),taiwan,University of Michigan,University of Washington
"Chao, Hui-Hsuan","Duryea, Maria",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),taiwan,University of Michigan,University of Washington
"Chao, Hui-Hsuan","Meyer, Mahlon D.",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),taiwan,University of Michigan,University of Washington
"Chao, Hui-Hsuan","Hsu, Chiang",POINT (-83.731 42.2759),POINT (-105.6085 41.3099),taiwan,University of Michigan,University of Wyoming
"Chao, Hui-Hsuan","MacAuslan, Robert Andrew",POINT (-83.731 42.2759),POINT (-117.433 47.6671),taiwan,University of Michigan,Washington State University
"Chao, Hui-Hsuan","Lai, Yu-chih",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),japanese,University of Michigan,Yale University
"Chao, Hui-Hsuan","Andrade, Tonio Adam",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),taiwan,University of Michigan,Yale University
"Sun, Laichen","Swope, Kenneth Michael, Jr.",POINT (-83.731 42.2759),POINT (-83.731 42.2759),military,University of Michigan,University of Michigan
"Sun, Laichen","Dennis, Joseph Raymond",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),ming,University of Michigan,University of Minnesota
"Sun, Laichen","Ness, John Philip",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),ming,University of Michigan,University of Minnesota
"Sun, Laichen","Kim, Sung Shin",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),ming,University of Michigan,University of Pennsylvania
"Harter, Seth M.","Ye, Lin",POINT (-83.731 42.2759),POINT (-106.6465 35.1054),hong kong,University of Michigan,University of New Mexico
"Harter, Seth M.","Holder, Jennifer Yvonne",POINT (-83.731 42.2759),POINT (-122.4449 37.7558),hong kong,University of Michigan,University of San Francisco
"Harter, Seth M.","Fischler, Lisa Collynn",POINT (-83.731 42.2759),POINT (-89.393 43.0822),hong kong,University of Michigan,University of Wisconsin - Madison
"Harter, Seth M.","Yang, Wei",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),hong kong,University of Michigan,Yale University
"Zhang, Ying","Orliski, Constance Ilene",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),gender,University of Michigan,University of Southern California
"Zhang, Ying","Yi, Sumei",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),gender,University of Michigan,University of Washington
"Zhang, Ying","Wang, Hsiu-yun",POINT (-83.731 42.2759),POINT (-89.393 43.0822),gender,University of Michigan,University of Wisconsin - Madison
"Zhang, Ying","Xu, Yunjing",POINT (-83.731 42.2759),POINT (-90.2451 38.6359),literati,University of Michigan,Washington University in St. Louis
"Zhang, Ying","Zhang, Huasha",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),gender,University of Michigan,Yale University
"Zhang, Ying","Wang, Jinping",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),literati,University of Michigan,Yale University
"Murdock, Michael Glen","Snyder-Reinke, Jeffrey P.",POINT (-83.731 42.2759),POINT (-83.731 42.2759),religion,University of Michigan,University of Michigan
"Murdock, Michael Glen","Gardner, Alexander Patten",POINT (-83.731 42.2759),POINT (-83.731 42.2759),religion,University of Michigan,University of Michigan
"Murdock, Michael Glen","Fischer, Benjamin Louis",POINT (-83.731 42.2759),POINT (-86.2378 41.7014),religion,University of Michigan,University of Notre Dame
"Murdock, Michael Glen","Miller, Tracy Gay",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Murdock, Michael Glen","Rhee, Hen Dong",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Murdock, Michael Glen","Wang, Jiajia",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Murdock, Michael Glen","Chang, Chia-Lan",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),religion,University of Michigan,University of Southern California
"Murdock, Michael Glen","Huynh, Trung",POINT (-83.731 42.2759),POINT (-118.0823 34.0689),religion,University of Michigan,University of the West
"Murdock, Michael Glen","Chen, Hsinchih",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),religion,University of Michigan,University of Washington
"Murdock, Michael Glen","Ho, Shun-yee",POINT (-83.731 42.2759),POINT (-89.393 43.0822),religion,University of Michigan,University of Wisconsin - Madison
"Murdock, Michael Glen","Wu, Ming-Kuo",POINT (-83.731 42.2759),POINT (-117.433 47.6671),religion,University of Michigan,Washington State University
"Snyder-Reinke, Jeffrey P.","Gardner, Alexander Patten",POINT (-83.731 42.2759),POINT (-83.731 42.2759),religion,University of Michigan,University of Michigan
"Snyder-Reinke, Jeffrey P.","Yuan, Zujie",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),ritual,University of Michigan,University of Minnesota
"Snyder-Reinke, Jeffrey P.","Fischer, Benjamin Louis",POINT (-83.731 42.2759),POINT (-86.2378 41.7014),religion,University of Michigan,University of Notre Dame
"Snyder-Reinke, Jeffrey P.","Miller, Tracy Gay",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Snyder-Reinke, Jeffrey P.","Rhee, Hen Dong",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Snyder-Reinke, Jeffrey P.","Wang, Jiajia",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Snyder-Reinke, Jeffrey P.","Kang, Lai-Yung",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),power,University of Michigan,University of Pennsylvania
"Snyder-Reinke, Jeffrey P.","Chang, Chia-Lan",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),religion,University of Michigan,University of Southern California
"Snyder-Reinke, Jeffrey P.","Huynh, Trung",POINT (-83.731 42.2759),POINT (-118.0823 34.0689),religion,University of Michigan,University of the West
"Snyder-Reinke, Jeffrey P.","Davis, Bradley Camp",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),power,University of Michigan,University of Washington
"Snyder-Reinke, Jeffrey P.","Agnew, Christopher S.",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),power,University of Michigan,University of Washington
"Snyder-Reinke, Jeffrey P.","Rudolph, Jennifer Marie",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),power,University of Michigan,University of Washington
"Snyder-Reinke, Jeffrey P.","Chen, Hsinchih",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),religion,University of Michigan,University of Washington
"Snyder-Reinke, Jeffrey P.","Ho, Shun-yee",POINT (-83.731 42.2759),POINT (-89.393 43.0822),religion,University of Michigan,University of Wisconsin - Madison
"Snyder-Reinke, Jeffrey P.","Wu, Ming-Kuo",POINT (-83.731 42.2759),POINT (-117.433 47.6671),religion,University of Michigan,Washington State University
"Snyder-Reinke, Jeffrey P.","Delury, John Patrick",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),power,University of Michigan,Yale University
"Snyder-Reinke, Jeffrey P.","Shiue, Carol Hua",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),imperial,University of Michigan,Yale University
"Snyder-Reinke, Jeffrey P.","Wu, Yi-Li",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),imperial,University of Michigan,Yale University
"Nakajima, Chieko","Zhang, Qian",POINT (-83.731 42.2759),POINT (-79.9763 40.4397),shanghai,University of Michigan,University of Pittsburgh
"Nakajima, Chieko","Sun, Shao-yi",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),shanghai,University of Michigan,University of Southern California
"Nakajima, Chieko","Orliski, Constance Ilene",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),shanghai,University of Michigan,University of Southern California
"Nakajima, Chieko","Gao, Bei",POINT (-83.731 42.2759),POINT (-78.4855 38.0375),shanghai,University of Michigan,University of Virginia
"Nakajima, Chieko","Lai, Yu-chih",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),shanghai,University of Michigan,Yale University
"Nakajima, Chieko","Lee, Tahirih Victoria",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),shanghai,University of Michigan,Yale University
"Hayashi, Natsuko","Barclay, Paul David",POINT (-83.731 42.2759),POINT (-93.2678 44.9635),japanese,University of Michigan,University of Minnesota
"Hayashi, Natsuko","Hall, Andrew Reed",POINT (-83.731 42.2759),POINT (-79.9763 40.4397),japanese,University of Michigan,University of Pittsburgh
"Hayashi, Natsuko","Lai, Yu-chih",POINT (-83.731 42.2759),POINT (-72.9246 41.3113),japanese,University of Michigan,Yale University
"Nakai, Yoshifumi","Wang, Xiaodong",POINT (-83.731 42.2759),POINT (-79.0391 35.9271),manchuria,University of Michigan,University of North Carolina at Chapel Hill
"Nakai, Yoshifumi","Han, Hongkoo",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),manchuria,University of Michigan,University of Washington
"Nakai, Yoshifumi","Sasada, Hironori",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),manchuria,University of Michigan,University of Washington
"Gardner, Alexander Patten","Fischer, Benjamin Louis",POINT (-83.731 42.2759),POINT (-86.2378 41.7014),religion,University of Michigan,University of Notre Dame
"Gardner, Alexander Patten","Miller, Tracy Gay",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Gardner, Alexander Patten","Rhee, Hen Dong",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Gardner, Alexander Patten","Wang, Jiajia",POINT (-83.731 42.2759),POINT (-75.1339 40.0077),religion,University of Michigan,University of Pennsylvania
"Gardner, Alexander Patten","Chang, Chia-Lan",POINT (-83.731 42.2759),POINT (-118.4068 34.1141),religion,University of Michigan,University of Southern California
"Gardner, Alexander Patten","Huynh, Trung",POINT (-83.731 42.2759),POINT (-118.0823 34.0689),religion,University of Michigan,University of the West
"Gardner, Alexander Patten","Chen, Hsinchih",POINT (-83.731 42.2759),POINT (-122.3244 47.6211),religion,University of Michigan,University of Washington
"Gardner, Alexander Patten","Ho, Shun-yee",POINT (-83.731 42.2759),POINT (-89.393 43.0822),religion,University of Michigan,University of Wisconsin - Madison
"Gardner, Alexander Patten","Wu, Ming-Kuo",POINT (-83.731 42.2759),POINT (-117.433 47.6671),religion,University of Michigan,Washington State University
"Li, Ji","Fischer, Benjamin Louis",POINT (-83.731 42.2759),POINT (-86.2378 41.7014),missionaries,University of Michigan,University of Notre Dame
"Li, Ji","Harrison, Stephen",POINT (-83.731 42.2759),POINT (-86.7842 36.1715),missionaries,University of Michigan,Vanderbilt University
"Kuo, Min-Hsun Christine","Kang, Peite",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Kuo, Min-Hsun Christine","Barclay, Paul David",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Kuo, Min-Hsun Christine","Lintin, Daniel Paul",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Kuo, Min-Hsun Christine","Ericson, Brenda A.",POINT (-93.2678 44.9635),POINT (-106.6465 35.1054),taiwan,University of Minnesota,University of New Mexico
"Kuo, Min-Hsun Christine","Ni, Chung-chun",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kuo, Min-Hsun Christine","Sung, Kwang-Yu",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kuo, Min-Hsun Christine","Kang, Lai-Yung",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kuo, Min-Hsun Christine","Liu, Shi-yung",POINT (-93.2678 44.9635),POINT (-79.9763 40.4397),taiwan,University of Minnesota,University of Pittsburgh
"Kuo, Min-Hsun Christine","Ellis, Leon Hubbard",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kuo, Min-Hsun Christine","Duryea, Maria",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kuo, Min-Hsun Christine","Meyer, Mahlon D.",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kuo, Min-Hsun Christine","Hsu, Chiang",POINT (-93.2678 44.9635),POINT (-105.6085 41.3099),taiwan,University of Minnesota,University of Wyoming
"Kuo, Min-Hsun Christine","MacAuslan, Robert Andrew",POINT (-93.2678 44.9635),POINT (-117.433 47.6671),taiwan,University of Minnesota,Washington State University
"Kuo, Min-Hsun Christine","Andrade, Tonio Adam",POINT (-93.2678 44.9635),POINT (-72.9246 41.3113),taiwan,University of Minnesota,Yale University
"Kang, Peite","Barclay, Paul David",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Kang, Peite","Lintin, Daniel Paul",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Kang, Peite","Ericson, Brenda A.",POINT (-93.2678 44.9635),POINT (-106.6465 35.1054),taiwan,University of Minnesota,University of New Mexico
"Kang, Peite","Ni, Chung-chun",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kang, Peite","Sung, Kwang-Yu",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kang, Peite","Kang, Lai-Yung",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Kang, Peite","Liu, Shi-yung",POINT (-93.2678 44.9635),POINT (-79.9763 40.4397),taiwan,University of Minnesota,University of Pittsburgh
"Kang, Peite","Ellis, Leon Hubbard",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kang, Peite","Duryea, Maria",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kang, Peite","Meyer, Mahlon D.",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Kang, Peite","Hsu, Chiang",POINT (-93.2678 44.9635),POINT (-105.6085 41.3099),taiwan,University of Minnesota,University of Wyoming
"Kang, Peite","MacAuslan, Robert Andrew",POINT (-93.2678 44.9635),POINT (-117.433 47.6671),taiwan,University of Minnesota,Washington State University
"Kang, Peite","Andrade, Tonio Adam",POINT (-93.2678 44.9635),POINT (-72.9246 41.3113),taiwan,University of Minnesota,Yale University
"Barclay, Paul David","Lintin, Daniel Paul",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),taiwan,University of Minnesota,University of Minnesota
"Barclay, Paul David","Ericson, Brenda A.",POINT (-93.2678 44.9635),POINT (-106.6465 35.1054),taiwan,University of Minnesota,University of New Mexico
"Barclay, Paul David","Ni, Chung-chun",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Barclay, Paul David","Sung, Kwang-Yu",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Barclay, Paul David","Kang, Lai-Yung",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Barclay, Paul David","Hall, Andrew Reed",POINT (-93.2678 44.9635),POINT (-79.9763 40.4397),japanese,University of Minnesota,University of Pittsburgh
"Barclay, Paul David","Liu, Shi-yung",POINT (-93.2678 44.9635),POINT (-79.9763 40.4397),taiwan,University of Minnesota,University of Pittsburgh
"Barclay, Paul David","Ellis, Leon Hubbard",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Barclay, Paul David","Duryea, Maria",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Barclay, Paul David","Meyer, Mahlon D.",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Barclay, Paul David","Hsu, Chiang",POINT (-93.2678 44.9635),POINT (-105.6085 41.3099),taiwan,University of Minnesota,University of Wyoming
"Barclay, Paul David","MacAuslan, Robert Andrew",POINT (-93.2678 44.9635),POINT (-117.433 47.6671),taiwan,University of Minnesota,Washington State University
"Barclay, Paul David","Lai, Yu-chih",POINT (-93.2678 44.9635),POINT (-72.9246 41.3113),japanese,University of Minnesota,Yale University
"Barclay, Paul David","Andrade, Tonio Adam",POINT (-93.2678 44.9635),POINT (-72.9246 41.3113),taiwan,University of Minnesota,Yale University
"Dennis, Joseph Raymond","Ness, John Philip",POINT (-93.2678 44.9635),POINT (-93.2678 44.9635),ming,University of Minnesota,University of Minnesota
"Dennis, Joseph Raymond","Kim, Sung Shin",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),ming,University of Minnesota,University of Pennsylvania
"Ness, John Philip","Kim, Sung Shin",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),ming,University of Minnesota,University of Pennsylvania
"Qin, Fang","Chang, Chia-Lan",POINT (-93.2678 44.9635),POINT (-118.4068 34.1141),women,University of Minnesota,University of Southern California
"Qin, Fang","Wang, Hsiu-yun",POINT (-93.2678 44.9635),POINT (-89.393 43.0822),women,University of Minnesota,University of Wisconsin - Madison
"Lintin, Daniel Paul","Ericson, Brenda A.",POINT (-93.2678 44.9635),POINT (-106.6465 35.1054),taiwan,University of Minnesota,University of New Mexico
"Lintin, Daniel Paul","Ni, Chung-chun",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Lintin, Daniel Paul","Sung, Kwang-Yu",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Lintin, Daniel Paul","Kang, Lai-Yung",POINT (-93.2678 44.9635),POINT (-75.1339 40.0077),taiwan,University of Minnesota,University of Pennsylvania
"Lintin, Daniel Paul","Liu, Shi-yung",POINT (-93.2678 44.9635),POINT (-79.9763 40.4397),taiwan,University of Minnesota,University of Pittsburgh
"Lintin, Daniel Paul","Ellis, Leon Hubbard",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Lintin, Daniel Paul","Duryea, Maria",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Lintin, Daniel Paul","Meyer, Mahlon D.",POINT (-93.2678 44.9635),POINT (-122.3244 47.6211),taiwan,University of Minnesota,University of Washington
"Lintin, Daniel Paul","Hsu, Chiang",POINT (-93.2678 44.9635),POINT (-105.6085 41.3099),taiwan,University of Minnesota,University of Wyoming
"Lintin, Daniel Paul","MacAuslan, Robert Andrew",POINT (-93.2678 44.9635),POINT (-117.433 47.6671),taiwan,University of Minnesota,Washington State University
"Lintin, Daniel Paul","Andrade, Tonio Adam",POINT (-93.2678 44.9635),POINT (-72.9246 41.3113),taiwan,University of Minnesota,Yale University
"Ericson, Brenda A.","Ni, Chung-chun",POINT (-106.6465 35.1054),POINT (-75.1339 40.0077),taiwan,University of New Mexico,University of Pennsylvania
"Ericson, Brenda A.","Sung, Kwang-Yu",POINT (-106.6465 35.1054),POINT (-75.1339 40.0077),taiwan,University of New Mexico,University of Pennsylvania
"Ericson, Brenda A.","Kang, Lai-Yung",POINT (-106.6465 35.1054),POINT (-75.1339 40.0077),taiwan,University of New Mexico,University of Pennsylvania
"Ericson, Brenda A.","Liu, Shi-yung",POINT (-106.6465 35.1054),POINT (-79.9763 40.4397),taiwan,University of New Mexico,University of Pittsburgh
"Ericson, Brenda A.","Ellis, Leon Hubbard",POINT (-106.6465 35.1054),POINT (-122.3244 47.6211),taiwan,University of New Mexico,University of Washington
"Ericson, Brenda A.","Duryea, Maria",POINT (-106.6465 35.1054),POINT (-122.3244 47.6211),taiwan,University of New Mexico,University of Washington
"Ericson, Brenda A.","Meyer, Mahlon D.",POINT (-106.6465 35.1054),POINT (-122.3244 47.6211),taiwan,University of New Mexico,University of Washington
"Ericson, Brenda A.","Hsu, Chiang",POINT (-106.6465 35.1054),POINT (-105.6085 41.3099),taiwan,University of New Mexico,University of Wyoming
"Ericson, Brenda A.","MacAuslan, Robert Andrew",POINT (-106.6465 35.1054),POINT (-117.433 47.6671),taiwan,University of New Mexico,Washington State University
"Ericson, Brenda A.","Andrade, Tonio Adam",POINT (-106.6465 35.1054),POINT (-72.9246 41.3113),taiwan,University of New Mexico,Yale University
"Ye, Lin","Holder, Jennifer Yvonne",POINT (-106.6465 35.1054),POINT (-122.4449 37.7558),hong kong,University of New Mexico,University of San Francisco
"Ye, Lin","Fischler, Lisa Collynn",POINT (-106.6465 35.1054),POINT (-89.393 43.0822),hong kong,University of New Mexico,University of Wisconsin - Madison
"Ye, Lin","Yang, Wei",POINT (-106.6465 35.1054),POINT (-72.9246 41.3113),hong kong,University of New Mexico,Yale University
"Wang, Xiaodong","Han, Hongkoo",POINT (-79.0391 35.9271),POINT (-122.3244 47.6211),manchuria,University of North Carolina at Chapel Hill,University of Washington
"Wang, Xiaodong","Sasada, Hironori",POINT (-79.0391 35.9271),POINT (-122.3244 47.6211),manchuria,University of North Carolina at Chapel Hill,University of Washington
"Meng, Chen","Chang, Chia-Lan",POINT (-79.0391 35.9271),POINT (-118.4068 34.1141),family,University of North Carolina at Chapel Hill,University of Southern California
"Meng, Chen","Schneider, Helen M.",POINT (-79.0391 35.9271),POINT (-122.3244 47.6211),family,University of North Carolina at Chapel Hill,University of Washington
"Meng, Chen","Chen, Gilbert Zhe ",POINT (-79.0391 35.9271),POINT (-90.2451 38.6359),family,University of North Carolina at Chapel Hill,Washington University in St. Louis
"Meng, Chen","Ransmeier, Johanna Sirera",POINT (-79.0391 35.9271),POINT (-72.9246 41.3113),family,University of North Carolina at Chapel Hill,Yale University
"Fischer, Benjamin Louis","Miller, Tracy Gay",POINT (-86.2378 41.7014),POINT (-75.1339 40.0077),religion,University of Notre Dame,University of Pennsylvania
"Fischer, Benjamin Louis","Rhee, Hen Dong",POINT (-86.2378 41.7014),POINT (-75.1339 40.0077),religion,University of Notre Dame,University of Pennsylvania
"Fischer, Benjamin Louis","Wang, Jiajia",POINT (-86.2378 41.7014),POINT (-75.1339 40.0077),religion,University of Notre Dame,University of Pennsylvania
"Fischer, Benjamin Louis","Chang, Chia-Lan",POINT (-86.2378 41.7014),POINT (-118.4068 34.1141),religion,University of Notre Dame,University of Southern California
"Fischer, Benjamin Louis","Huynh, Trung",POINT (-86.2378 41.7014),POINT (-118.0823 34.0689),religion,University of Notre Dame,University of the West
"Fischer, Benjamin Louis","Chen, Hsinchih",POINT (-86.2378 41.7014),POINT (-122.3244 47.6211),religion,University of Notre Dame,University of Washington
"Fischer, Benjamin Louis","Ho, Shun-yee",POINT (-86.2378 41.7014),POINT (-89.393 43.0822),religion,University of Notre Dame,University of Wisconsin - Madison
"Fischer, Benjamin Louis","Harrison, Stephen",POINT (-86.2378 41.7014),POINT (-86.7842 36.1715),missionaries,University of Notre Dame,Vanderbilt University
"Fischer, Benjamin Louis","Wu, Ming-Kuo",POINT (-86.2378 41.7014),POINT (-117.433 47.6671),religion,University of Notre Dame,Washington State University
"Yang, Shu","Wells, Matthew",POINT (-123.1174 44.0564),POINT (-123.1174 44.0564),literature,University of Oregon,University of Oregon
"Yang, Shu","Yang, Jidong",POINT (-123.1174 44.0564),POINT (-75.1339 40.0077),literature,University of Oregon,University of Pennsylvania
"Yang, Shu","Sun, Shao-yi",POINT (-123.1174 44.0564),POINT (-118.4068 34.1141),literature,University of Oregon,University of Southern California
"Wells, Matthew","Yang, Jidong",POINT (-123.1174 44.0564),POINT (-75.1339 40.0077),literature,University of Oregon,University of Pennsylvania
"Wells, Matthew","Sun, Shao-yi",POINT (-123.1174 44.0564),POINT (-118.4068 34.1141),literature,University of Oregon,University of Southern California
"Leung, Andrew K. Y.","Wang, Jiajia",POINT (-75.1339 40.0077),POINT (-75.1339 40.0077),buddhism,University of Pennsylvania,University of Pennsylvania
