source,target,source_coordinates,target_coordinates,keywords,source_university,target_university
"Su, Yi-Yuan","Chen, Maa-ling",POINT (-77.0163 38.9047),POINT (-111.9319 33.3881),taiwan,American University,Arizona State University
"Su, Yi-Yuan","Park, Sun Sook",POINT (-77.0163 38.9047),POINT (-71.2423 42.3889),taiwan,American University,Brandeis University
"Su, Yi-Yuan","Lin, Eric Y.J.",POINT (-77.0163 38.9047),POINT (-117.7153 34.1259),taiwan,American University,Claremont Graduate University
"Su, Yi-Yuan","Gronewold, Sue Ellen",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,Columbia University
"Su, Yi-Yuan","Khu, Josephine Meihui Tiampo",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,Columbia University
"Su, Yi-Yuan","Kung, Chien Wen",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,Columbia University
"Su, Yi-Yuan","Tinn, Hong-Hong",POINT (-77.0163 38.9047),POINT (-76.5032 42.4442),taiwan,American University,Cornell University
"Su, Yi-Yuan","Wen, Shuang",POINT (-77.0163 38.9047),POINT (-77.0163 38.9047),taiwan,American University,Georgetown University
"Su, Yi-Yuan","Lin, Catherine Kai-Ping",POINT (-77.0163 38.9047),POINT (-77.0163 38.9047),taiwan,American University,Georgetown University
"Su, Yi-Yuan","Wicentowski, Joseph Charles",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,American University,Harvard University
"Su, Yi-Yuan","Chang, Lung-chih",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,American University,Harvard University
"Su, Yi-Yuan","Wang, Dan",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,American University,Harvard University
"Su, Yi-Yuan","Matsuzaki, Reo",POINT (-77.0163 38.9047),POINT (-71.1185 42.3759),taiwan,American University,Massachusetts Institute of Technology
"Su, Yi-Yuan","Chen, Lu-huei",POINT (-77.0163 38.9047),POINT (-84.4836 42.748),taiwan,American University,Michigan State University
"Su, Yi-Yuan","Pellegrin, Charles John",POINT (-77.0163 38.9047),POINT (-88.79410573135954 33.45441314606764),taiwan,American University,Mississippi State University
"Su, Yi-Yuan","Lu, Ming-che",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,The New School
"Su, Yi-Yuan","Chen, Ya-Ping",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,New York University
"Su, Yi-Yuan","Chang, Ivy I-chu",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,New York University
"Su, Yi-Yuan","Miao, Yen-Wei",POINT (-77.0163 38.9047),POINT (-73.9249 40.6943),taiwan,American University,New York University
"Su, Yi-Yuan","Lin, Hsu-Ta",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,American University,Princeton University
"Su, Yi-Yuan","Shirane, Seiji",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,American University,Princeton University
"Su, Yi-Yuan","Tavares, Antonio C.",POINT (-77.0163 38.9047),POINT (-74.6693 40.3562),taiwan,American University,Princeton University
"Su, Yi-Yuan","Veteri, Frank James",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,American University,St. John's University
"Su, Yi-Yuan","Shih, Shu-ching",POINT (-77.0163 38.9047),POINT (-73.7976 40.7498),taiwan,American University,St. John's University
"Su, Yi-Yuan","Chen, Shu-Juo",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,American University,Stanford University
"Su, Yi-Yuan","Qi, Dongtao",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,American University,Stanford University
"Su, Yi-Yuan","Chung, Chi-nien",POINT (-77.0163 38.9047),POINT (-122.1674 37.4252),taiwan,American University,Stanford University
"Su, Yi-Yuan","Shih, Ling-Ling L.",POINT (-77.0163 38.9047),POINT (-73.7987 42.6664),taiwan,American University,State University of New York at Albany
"Su, Yi-Yuan","Murphree, Hyon Joo Yoo",POINT (-77.0163 38.9047),POINT (-76.1437 43.0407),taiwan,American University,Syracuse University
"Su, Yi-Yuan","Chang, Doris Ting-Ling",POINT (-77.0163 38.9047),POINT (-82.9855 39.9862),taiwan,American University,The Ohio State University
"Su, Yi-Yuan","Huang, Tong-yi",POINT (-77.0163 38.9047),POINT (-97.7522 30.3005),taiwan,American University,The University of Texas at Austin
"Su, Yi-Yuan","Hu, Brian",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,American University,University of California Irvine
"Su, Yi-Yuan","Liu, Jennifer",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,American University,University of California Irvine
"Su, Yi-Yuan","Chang, Winifred Kai-wen",POINT (-77.0163 38.9047),POINT (-117.7738 33.6772),taiwan,American University,University of California Irvine
"Su, Yi-Yuan","Chang, Cheng David",POINT (-77.0163 38.9047),POINT (-117.1222 32.8313),taiwan,American University,University of California San Diego
"Su, Yi-Yuan","Shih, Jamin Duane",POINT (-77.0163 38.9047),POINT (-120.4779 37.3057),taiwan,American University,University of California Merced
"Su, Yi-Yuan","Liu, Hsiaopong",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,American University,University of Chicago
"Su, Yi-Yuan","Lin, Kai-Shyh",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,American University,University of Chicago
"Su, Yi-Yuan","Lan, Shi-Chi",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,American University,University of Chicago
"Su, Yi-Yuan","Oldstone-Moore, Jennifer Lee",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,American University,University of Chicago
"Su, Yi-Yuan","Lococo, Paul, Jr.",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,American University,University of Hawaii at Manoa
"Su, Yi-Yuan","Amae, Yoshihisa",POINT (-77.0163 38.9047),POINT (-157.846 21.3294),taiwan,American University,University of Hawaii at Manoa
"Su, Yi-Yuan","Shih, Chi-Sheng",POINT (-77.0163 38.9047),POINT (-87.6866 41.8375),taiwan,American University,University of Illinois at Chicago
"Su, Yi-Yuan","Su, Huang-Lan",POINT (-77.0163 38.9047),POINT (-88.2737 40.1142),taiwan,American University,University of Illinois at Urbana-Champaign
"Su, Yi-Yuan","Huang, Hua-lun",POINT (-77.0163 38.9047),POINT (-95.2642 38.9597),taiwan,American University,University of Kansas
"Su, Yi-Yuan","Li, Xiaolin",POINT (-77.0163 38.9047),POINT (-76.9337 38.996),taiwan,American University,University of Maryland
"Su, Yi-Yuan","Chao, Hui-Hsuan",POINT (-77.0163 38.9047),POINT (-83.731 42.2759),taiwan,American University,University of Michigan
"Su, Yi-Yuan","Kuo, Min-Hsun Christine",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,American University,University of Minnesota
"Su, Yi-Yuan","Kang, Peite",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,American University,University of Minnesota
"Su, Yi-Yuan","Barclay, Paul David",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,American University,University of Minnesota
"Su, Yi-Yuan","Lintin, Daniel Paul",POINT (-77.0163 38.9047),POINT (-93.2678 44.9635),taiwan,American University,University of Minnesota
"Su, Yi-Yuan","Ericson, Brenda A.",POINT (-77.0163 38.9047),POINT (-106.6465 35.1054),taiwan,American University,University of New Mexico
"Su, Yi-Yuan","Ni, Chung-chun",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,American University,University of Pennsylvania
"Su, Yi-Yuan","Sung, Kwang-Yu",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,American University,University of Pennsylvania
"Su, Yi-Yuan","Kang, Lai-Yung",POINT (-77.0163 38.9047),POINT (-75.1339 40.0077),taiwan,American University,University of Pennsylvania
"Su, Yi-Yuan","Liu, Shi-yung",POINT (-77.0163 38.9047),POINT (-79.9763 40.4397),taiwan,American University,University of Pittsburgh
"Su, Yi-Yuan","Ellis, Leon Hubbard",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,American University,University of Washington
"Su, Yi-Yuan","Duryea, Maria",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,American University,University of Washington
"Su, Yi-Yuan","Meyer, Mahlon D.",POINT (-77.0163 38.9047),POINT (-122.3244 47.6211),taiwan,American University,University of Washington
"Su, Yi-Yuan","Hsu, Chiang",POINT (-77.0163 38.9047),POINT (-105.6085 41.3099),taiwan,American University,University of Wyoming
"Su, Yi-Yuan","MacAuslan, Robert Andrew",POINT (-77.0163 38.9047),POINT (-117.433 47.6671),taiwan,American University,Washington State University
"Su, Yi-Yuan","Andrade, Tonio Adam",POINT (-77.0163 38.9047),POINT (-72.9246 41.3113),taiwan,American University,Yale University
"Chen, Maa-ling","Park, Sun Sook",POINT (-111.9319 33.3881),POINT (-71.2423 42.3889),taiwan,Arizona State University,Brandeis University
"Chen, Maa-ling","Lin, Eric Y.J.",POINT (-111.9319 33.3881),POINT (-117.7153 34.1259),taiwan,Arizona State University,Claremont Graduate University
"Chen, Maa-ling","Gronewold, Sue Ellen",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,Columbia University
"Chen, Maa-ling","Khu, Josephine Meihui Tiampo",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,Columbia University
"Chen, Maa-ling","Kung, Chien Wen",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,Columbia University
"Chen, Maa-ling","Tinn, Hong-Hong",POINT (-111.9319 33.3881),POINT (-76.5032 42.4442),taiwan,Arizona State University,Cornell University
"Chen, Maa-ling","Wen, Shuang",POINT (-111.9319 33.3881),POINT (-77.0163 38.9047),taiwan,Arizona State University,Georgetown University
"Chen, Maa-ling","Lin, Catherine Kai-Ping",POINT (-111.9319 33.3881),POINT (-77.0163 38.9047),taiwan,Arizona State University,Georgetown University
"Chen, Maa-ling","Wicentowski, Joseph Charles",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),taiwan,Arizona State University,Harvard University
"Chen, Maa-ling","Chang, Lung-chih",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),taiwan,Arizona State University,Harvard University
"Chen, Maa-ling","Wang, Dan",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),taiwan,Arizona State University,Harvard University
"Chen, Maa-ling","Matsuzaki, Reo",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),taiwan,Arizona State University,Massachusetts Institute of Technology
"Chen, Maa-ling","Chen, Lu-huei",POINT (-111.9319 33.3881),POINT (-84.4836 42.748),taiwan,Arizona State University,Michigan State University
"Chen, Maa-ling","Pellegrin, Charles John",POINT (-111.9319 33.3881),POINT (-88.79410573135954 33.45441314606764),taiwan,Arizona State University,Mississippi State University
"Chen, Maa-ling","Lu, Ming-che",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,The New School
"Chen, Maa-ling","Chen, Ya-Ping",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,New York University
"Chen, Maa-ling","Chang, Ivy I-chu",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,New York University
"Chen, Maa-ling","Miao, Yen-Wei",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),taiwan,Arizona State University,New York University
"Chen, Maa-ling","Lin, Hsu-Ta",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),taiwan,Arizona State University,Princeton University
"Chen, Maa-ling","Shirane, Seiji",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),taiwan,Arizona State University,Princeton University
"Chen, Maa-ling","Tavares, Antonio C.",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),taiwan,Arizona State University,Princeton University
"Chen, Maa-ling","Veteri, Frank James",POINT (-111.9319 33.3881),POINT (-73.7976 40.7498),taiwan,Arizona State University,St. John's University
"Chen, Maa-ling","Shih, Shu-ching",POINT (-111.9319 33.3881),POINT (-73.7976 40.7498),taiwan,Arizona State University,St. John's University
"Chen, Maa-ling","Chen, Shu-Juo",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),taiwan,Arizona State University,Stanford University
"Chen, Maa-ling","Qi, Dongtao",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),taiwan,Arizona State University,Stanford University
"Chen, Maa-ling","Chung, Chi-nien",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),taiwan,Arizona State University,Stanford University
"Chen, Maa-ling","Shih, Ling-Ling L.",POINT (-111.9319 33.3881),POINT (-73.7987 42.6664),taiwan,Arizona State University,State University of New York at Albany
"Chen, Maa-ling","Murphree, Hyon Joo Yoo",POINT (-111.9319 33.3881),POINT (-76.1437 43.0407),taiwan,Arizona State University,Syracuse University
"Chen, Maa-ling","Chang, Doris Ting-Ling",POINT (-111.9319 33.3881),POINT (-82.9855 39.9862),taiwan,Arizona State University,The Ohio State University
"Chen, Maa-ling","Huang, Tong-yi",POINT (-111.9319 33.3881),POINT (-97.7522 30.3005),taiwan,Arizona State University,The University of Texas at Austin
"Chen, Maa-ling","Hu, Brian",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),taiwan,Arizona State University,University of California Irvine
"Chen, Maa-ling","Liu, Jennifer",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),taiwan,Arizona State University,University of California Irvine
"Chen, Maa-ling","Chang, Winifred Kai-wen",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),taiwan,Arizona State University,University of California Irvine
"Chen, Maa-ling","Chang, Cheng David",POINT (-111.9319 33.3881),POINT (-117.1222 32.8313),taiwan,Arizona State University,University of California San Diego
"Chen, Maa-ling","Shih, Jamin Duane",POINT (-111.9319 33.3881),POINT (-120.4779 37.3057),taiwan,Arizona State University,University of California Merced
"Chen, Maa-ling","Liu, Hsiaopong",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),taiwan,Arizona State University,University of Chicago
"Chen, Maa-ling","Lin, Kai-Shyh",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),taiwan,Arizona State University,University of Chicago
"Chen, Maa-ling","Lan, Shi-Chi",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),taiwan,Arizona State University,University of Chicago
"Chen, Maa-ling","Oldstone-Moore, Jennifer Lee",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),taiwan,Arizona State University,University of Chicago
"Chen, Maa-ling","Lococo, Paul, Jr.",POINT (-111.9319 33.3881),POINT (-157.846 21.3294),taiwan,Arizona State University,University of Hawaii at Manoa
"Chen, Maa-ling","Amae, Yoshihisa",POINT (-111.9319 33.3881),POINT (-157.846 21.3294),taiwan,Arizona State University,University of Hawaii at Manoa
"Chen, Maa-ling","Shih, Chi-Sheng",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),taiwan,Arizona State University,University of Illinois at Chicago
"Chen, Maa-ling","Su, Huang-Lan",POINT (-111.9319 33.3881),POINT (-88.2737 40.1142),taiwan,Arizona State University,University of Illinois at Urbana-Champaign
"Chen, Maa-ling","Huang, Hua-lun",POINT (-111.9319 33.3881),POINT (-95.2642 38.9597),taiwan,Arizona State University,University of Kansas
"Chen, Maa-ling","Li, Xiaolin",POINT (-111.9319 33.3881),POINT (-76.9337 38.996),taiwan,Arizona State University,University of Maryland
"Chen, Maa-ling","Chao, Hui-Hsuan",POINT (-111.9319 33.3881),POINT (-83.731 42.2759),taiwan,Arizona State University,University of Michigan
"Chen, Maa-ling","Kuo, Min-Hsun Christine",POINT (-111.9319 33.3881),POINT (-93.2678 44.9635),taiwan,Arizona State University,University of Minnesota
"Chen, Maa-ling","Kang, Peite",POINT (-111.9319 33.3881),POINT (-93.2678 44.9635),taiwan,Arizona State University,University of Minnesota
"Chen, Maa-ling","Barclay, Paul David",POINT (-111.9319 33.3881),POINT (-93.2678 44.9635),taiwan,Arizona State University,University of Minnesota
"Chen, Maa-ling","Lintin, Daniel Paul",POINT (-111.9319 33.3881),POINT (-93.2678 44.9635),taiwan,Arizona State University,University of Minnesota
"Chen, Maa-ling","Ericson, Brenda A.",POINT (-111.9319 33.3881),POINT (-106.6465 35.1054),taiwan,Arizona State University,University of New Mexico
"Chen, Maa-ling","Ni, Chung-chun",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),taiwan,Arizona State University,University of Pennsylvania
"Chen, Maa-ling","Sung, Kwang-Yu",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),taiwan,Arizona State University,University of Pennsylvania
"Chen, Maa-ling","Kang, Lai-Yung",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),taiwan,Arizona State University,University of Pennsylvania
"Chen, Maa-ling","Liu, Shi-yung",POINT (-111.9319 33.3881),POINT (-79.9763 40.4397),taiwan,Arizona State University,University of Pittsburgh
"Chen, Maa-ling","Ellis, Leon Hubbard",POINT (-111.9319 33.3881),POINT (-122.3244 47.6211),taiwan,Arizona State University,University of Washington
"Chen, Maa-ling","Duryea, Maria",POINT (-111.9319 33.3881),POINT (-122.3244 47.6211),taiwan,Arizona State University,University of Washington
"Chen, Maa-ling","Meyer, Mahlon D.",POINT (-111.9319 33.3881),POINT (-122.3244 47.6211),taiwan,Arizona State University,University of Washington
"Chen, Maa-ling","Hsu, Chiang",POINT (-111.9319 33.3881),POINT (-105.6085 41.3099),taiwan,Arizona State University,University of Wyoming
"Chen, Maa-ling","MacAuslan, Robert Andrew",POINT (-111.9319 33.3881),POINT (-117.433 47.6671),taiwan,Arizona State University,Washington State University
"Chen, Maa-ling","Andrade, Tonio Adam",POINT (-111.9319 33.3881),POINT (-72.9246 41.3113),taiwan,Arizona State University,Yale University
"Greene, Carolyn Ann","Shi, Yue ",POINT (-111.9319 33.3881),POINT (-77.0163 38.9047),qing,Arizona State University,Georgetown University
"Greene, Carolyn Ann","Schluessel, Eric Tanner",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),qing,Arizona State University,Harvard University
"Greene, Carolyn Ann","Mosca, Matthew William",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),qing,Arizona State University,Harvard University
"Greene, Carolyn Ann","Levey, Benjamin Samuel",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),qing,Arizona State University,Harvard University
"Greene, Carolyn Ann","Wang, Qingping",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),qing,Arizona State University,Stanford University
"Greene, Carolyn Ann","Chen, Liana",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),qing,Arizona State University,Stanford University
"Greene, Carolyn Ann","Li, Rebecca Sai-Kuen",POINT (-111.9319 33.3881),POINT (-117.3949 33.9381),qing,Arizona State University,University of California Riverside
"Greene, Carolyn Ann","Lococo, Paul, Jr.",POINT (-111.9319 33.3881),POINT (-157.846 21.3294),qing,Arizona State University,University of Hawaii at Manoa
"Greene, Carolyn Ann","Kim, Jaymin",POINT (-111.9319 33.3881),POINT (-83.731 42.2759),qing,Arizona State University,University of Michigan
"Lynass, Kathryn Rose","Wang, Sixiang",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),empire,Arizona State University,Columbia University
"Lynass, Kathryn Rose","Chen, Li",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),empire,Arizona State University,Columbia University
"Lynass, Kathryn Rose","Shi, Yue ",POINT (-111.9319 33.3881),POINT (-77.0163 38.9047),empire,Arizona State University,Georgetown University
"Lynass, Kathryn Rose","Schlesinger, Jonathan",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),empire,Arizona State University,Harvard University
"Lynass, Kathryn Rose","O'Dwyer, Emer Sinead",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),empire,Arizona State University,Harvard University
"Lynass, Kathryn Rose","Sasaki-Gayle, Motoe",POINT (-111.9319 33.3881),POINT (-76.6144 39.3051),empire,Arizona State University,Johns Hopkins University
"Lynass, Kathryn Rose","Sooter, Joshua Allen",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),empire,Arizona State University,New York University
"Lynass, Kathryn Rose","Shirane, Seiji",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),empire,Arizona State University,Princeton University
"Lynass, Kathryn Rose","Giblin, Molly J.",POINT (-111.9319 33.3881),POINT (-74.4611610076916 40.8158536588864),empire,Arizona State University,Rutgers University
"Lynass, Kathryn Rose","Yokell, Matthew Allison",POINT (-111.9319 33.3881),POINT (-96.2959 30.5852),empire,Arizona State University,Texas A&M University
"Lynass, Kathryn Rose","Kingsberg, Miriam Lynn",POINT (-111.9319 33.3881),POINT (-122.276 37.8722),empire,Arizona State University,University of California Berkeley
"Lynass, Kathryn Rose","Jacobs, Justin",POINT (-111.9319 33.3881),POINT (-117.1222 32.8313),empire,Arizona State University,University of California San Diego
"Lynass, Kathryn Rose","Shao, Dan",POINT (-111.9319 33.3881),POINT (-119.7202 34.4285),empire,Arizona State University,University of California Santa Barbara
"Lynass, Kathryn Rose","Israel, George Lawrence",POINT (-111.9319 33.3881),POINT (-88.2737 40.1142),empire,Arizona State University,University of Illinois at Urbana-Champaign
"Lynass, Kathryn Rose","Eirkson, Christopher Edward",POINT (-111.9319 33.3881),POINT (-79.9763 40.4397),empire,Arizona State University,University of Pittsburgh
"Lynass, Kathryn Rose","Duan, Weicong ",POINT (-111.9319 33.3881),POINT (-90.2451 38.6359),empire,Arizona State University,Washington University in St. Louis
"Bussio, Jennifer J.","Brockey, Liam Matthew",POINT (-111.9319 33.3881),POINT (-71.4187 41.823),religion,Arizona State University,Brown University
"Bussio, Jennifer J.","Lee, Su-san",POINT (-111.9319 33.3881),POINT (-71.4187 41.823),religion,Arizona State University,Brown University
"Bussio, Jennifer J.","Lo, Shih-Chieh",POINT (-111.9319 33.3881),POINT (-71.4187 41.823),religion,Arizona State University,Brown University
"Bussio, Jennifer J.","Wu, Lan",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),religion,Arizona State University,Columbia University
"Bussio, Jennifer J.","Nedostup, Rebecca Allyn",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),religion,Arizona State University,Columbia University
"Bussio, Jennifer J.","Sommer, Deborah Ann",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),religion,Arizona State University,Columbia University
"Bussio, Jennifer J.","McCall, Robert Donnell",POINT (-111.9319 33.3881),POINT (-118.139 34.1597),religion,Arizona State University,Fuller Theological Seminary
"Bussio, Jennifer J.","Petzholt, Raymond Paul",POINT (-111.9319 33.3881),POINT (-118.139 34.1597),religion,Arizona State University,Fuller Theological Seminary
"Bussio, Jennifer J.","Haiyun, Ma",POINT (-111.9319 33.3881),POINT (-77.0163 38.9047),religion,Arizona State University,Georgetown University
"Bussio, Jennifer J.","Ning, Qiang",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Aviv, Eyal",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Buyandelgeriyn, Manduhai",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Queen, Sarah A.",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Tuttle, Gray Warren",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Chen, Hsi-yuan",POINT (-111.9319 33.3881),POINT (-71.1185 42.3759),religion,Arizona State University,Harvard University
"Bussio, Jennifer J.","Hammerstrom, Erik J.",POINT (-111.9319 33.3881),POINT (-86.5257 39.1637),religion,Arizona State University,Indiana University
"Bussio, Jennifer J.","Luo, Chia-li",POINT (-111.9319 33.3881),POINT (-86.5257 39.1637),religion,Arizona State University,Indiana University
"Bussio, Jennifer J.","Sooter, Joshua Allen",POINT (-111.9319 33.3881),POINT (-73.9249 40.6943),religion,Arizona State University,New York University
"Bussio, Jennifer J.","Sun, Anna Xiao Dong",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),religion,Arizona State University,Princeton University
"Bussio, Jennifer J.","Sloane, Jesse D.",POINT (-111.9319 33.3881),POINT (-74.6693 40.3562),religion,Arizona State University,Princeton University
"Bussio, Jennifer J.","Lee, Pauline Chen",POINT (-111.9319 33.3881),POINT (-122.1674 37.4252),religion,Arizona State University,Stanford University
"Bussio, Jennifer J.","Shemo, Connie Anne",POINT (-111.9319 33.3881),POINT (-75.96933829629776 42.09009759304814),religion,Arizona State University,State University of New York at Binghamton
"Bussio, Jennifer J.","Waelchli, Mary Jo",POINT (-111.9319 33.3881),POINT (-82.9855 39.9862),religion,Arizona State University,The Ohio State University
"Bussio, Jennifer J.","Meng, Yue",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),religion,Arizona State University,University of California Irvine
"Bussio, Jennifer J.","Ben-Dor, Zvi",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),religion,Arizona State University,University of California Irvine
"Bussio, Jennifer J.","DuBois, Thomas David",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),religion,Arizona State University,University of California Irvine
"Bussio, Jennifer J.","Koh, Seunghak",POINT (-111.9319 33.3881),POINT (-117.7738 33.6772),religion,Arizona State University,University of California Irvine
"Bussio, Jennifer J.","Hennessey, Anna Madelyn",POINT (-111.9319 33.3881),POINT (-119.7202 34.4285),religion,Arizona State University,University of California Santa Barbara
"Bussio, Jennifer J.","Hsia, Florence Charlotte",POINT (-111.9319 33.3881),POINT (-87.6866 41.8375),religion,Arizona State University,University of Chicago
"Bussio, Jennifer J.","Tsai, Hsing-li",POINT (-111.9319 33.3881),POINT (-95.2642 38.9597),religion,Arizona State University,University of Kansas
"Bussio, Jennifer J.","Xing, Wenjun",POINT (-111.9319 33.3881),POINT (-72.51852 42.36723),religion,Arizona State University,University of Massachusetts Amherst
"Bussio, Jennifer J.","Murdock, Michael Glen",POINT (-111.9319 33.3881),POINT (-83.731 42.2759),religion,Arizona State University,University of Michigan
"Bussio, Jennifer J.","Snyder-Reinke, Jeffrey P.",POINT (-111.9319 33.3881),POINT (-83.731 42.2759),religion,Arizona State University,University of Michigan
"Bussio, Jennifer J.","Gardner, Alexander Patten",POINT (-111.9319 33.3881),POINT (-83.731 42.2759),religion,Arizona State University,University of Michigan
"Bussio, Jennifer J.","Fischer, Benjamin Louis",POINT (-111.9319 33.3881),POINT (-86.2378 41.7014),religion,Arizona State University,University of Notre Dame
"Bussio, Jennifer J.","Miller, Tracy Gay",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),religion,Arizona State University,University of Pennsylvania
"Bussio, Jennifer J.","Rhee, Hen Dong",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),religion,Arizona State University,University of Pennsylvania
"Bussio, Jennifer J.","Wang, Jiajia",POINT (-111.9319 33.3881),POINT (-75.1339 40.0077),religion,Arizona State University,University of Pennsylvania
"Bussio, Jennifer J.","Chang, Chia-Lan",POINT (-111.9319 33.3881),POINT (-118.4068 34.1141),religion,Arizona State University,University of Southern California
"Bussio, Jennifer J.","Huynh, Trung",POINT (-111.9319 33.3881),POINT (-118.0823 34.0689),religion,Arizona State University,University of the West
"Bussio, Jennifer J.","Chen, Hsinchih",POINT (-111.9319 33.3881),POINT (-122.3244 47.6211),religion,Arizona State University,University of Washington
"Bussio, Jennifer J.","Ho, Shun-yee",POINT (-111.9319 33.3881),POINT (-89.393 43.0822),religion,Arizona State University,University of Wisconsin - Madison
"Bussio, Jennifer J.","Wu, Ming-Kuo",POINT (-111.9319 33.3881),POINT (-117.433 47.6671),religion,Arizona State University,Washington State University
