source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Miguel García Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",University of Oviedo,University of Oviedo
Miguel García Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Miguel García Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Miguel García Rodríguez,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088),semantic web,University of Oviedo,King Abdulaziz University
Miguel García Rodríguez,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Miguel García Rodríguez,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Miguel García Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs)
Jose María Alvarez Rodríguez,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",University of Oviedo,Fundacion CTIC
Jose María Alvarez Rodríguez,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",University of Oviedo,Fundacion CTIC
Jose María Alvarez Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",University of Oviedo,University of Oviedo
Jose María Alvarez Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Jose María Alvarez Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Jose María Alvarez Rodríguez,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088),semantic web,University of Oviedo,King Abdulaziz University
Jose María Alvarez Rodríguez,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Jose María Alvarez Rodríguez,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Jose María Alvarez Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs)
Diego Berrueta Muñoz,Luis Polo Paredes,POINT (-5.66275 43.5449422),POINT (-5.66275 43.5449422),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",Fundacion CTIC,Fundacion CTIC
Diego Berrueta Muñoz,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",Fundacion CTIC,University of Oviedo
Diego Berrueta Muñoz,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University
Diego Berrueta Muñoz,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University
Diego Berrueta Muñoz,Tarek F. Gharib,POINT (-5.66275 43.5449422),POINT (39.1653612 21.5810088),semantic web,Fundacion CTIC,King Abdulaziz University
Diego Berrueta Muñoz,Nagwa Badr,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879),semantic web,Fundacion CTIC,Ain Shams University
Diego Berrueta Muñoz,Shaimaa Haridy,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879),semantic web,Fundacion CTIC,Ain Shams University
Diego Berrueta Muñoz,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364),semantic web,Fundacion CTIC,Machine Intelligence Research Labs (MIR Labs)
Luis Polo Paredes,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625),"interoperability,web services,ontologies,data grounding,semantic web,cloud computing,semantic web services,service-oriented architectures,mapping languages",Fundacion CTIC,University of Oviedo
Luis Polo Paredes,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University
Luis Polo Paredes,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University
Luis Polo Paredes,Tarek F. Gharib,POINT (-5.66275 43.5449422),POINT (39.1653612 21.5810088),semantic web,Fundacion CTIC,King Abdulaziz University
Luis Polo Paredes,Nagwa Badr,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879),semantic web,Fundacion CTIC,Ain Shams University
Luis Polo Paredes,Shaimaa Haridy,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879),semantic web,Fundacion CTIC,Ain Shams University
Luis Polo Paredes,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364),semantic web,Fundacion CTIC,Machine Intelligence Research Labs (MIR Labs)
Jose Emilio Labra Gayo,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Jose Emilio Labra Gayo,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University
Jose Emilio Labra Gayo,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088),semantic web,University of Oviedo,King Abdulaziz University
Jose Emilio Labra Gayo,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Jose Emilio Labra Gayo,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879),semantic web,University of Oviedo,Ain Shams University
Jose Emilio Labra Gayo,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs)
Christos Kalloniatis,Shareeful Islam,POINT (26.554788 39.1037355),POINT (-0.1277653 51.5074456),"goal modelling,privacy,meta-model,security,constraints",University of the Aegean,University of East London
Christos Kalloniatis,Marc-Philippe Huget,POINT (26.554788 39.1037355),POINT (6.086008679698335 45.7806512),"goal modelling,privacy,meta-model,security,constraints",University of the Aegean,University of Savoie
Christos Kalloniatis,Stefanos Gritzalis,POINT (26.554788 39.1037355),POINT (26.554788 39.1037355),"goal modelling,privacy,meta-model,security,constraints",University of the Aegean,University of the Aegean
Christos Kalloniatis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia
Christos Kalloniatis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia
Christos Kalloniatis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201),security,University of the Aegean,University of Castilla-La Mancha
Christos Kalloniatis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512),security,University of the Aegean,Universidade do Porto
Shareeful Islam,Marc-Philippe Huget,POINT (-0.1277653 51.5074456),POINT (6.086008679698335 45.7806512),"goal modelling,privacy,meta-model,security,constraints",University of East London,University of Savoie
Shareeful Islam,Stefanos Gritzalis,POINT (-0.1277653 51.5074456),POINT (26.554788 39.1037355),"goal modelling,privacy,meta-model,security,constraints",University of East London,University of the Aegean
Shareeful Islam,Pedro Martinez-Julia,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795),privacy,University of East London,University of Murcia
Shareeful Islam,Antonio F. Gómez-Skarmeta,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795),privacy,University of East London,University of Murcia
Shareeful Islam,Ismael Caballero,POINT (-0.1277653 51.5074456),POINT (-3.9285138 38.9854201),security,University of East London,University of Castilla-La Mancha
Shareeful Islam,Alberto Freitas,POINT (-0.1277653 51.5074456),POINT (-8.6107884 41.1494512),security,University of East London,Universidade do Porto
Marc-Philippe Huget,Stefanos Gritzalis,POINT (6.086008679698335 45.7806512),POINT (26.554788 39.1037355),"goal modelling,privacy,meta-model,security,constraints",University of Savoie,University of the Aegean
Marc-Philippe Huget,Pedro Martinez-Julia,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795),privacy,University of Savoie,University of Murcia
Marc-Philippe Huget,Antonio F. Gómez-Skarmeta,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795),privacy,University of Savoie,University of Murcia
Marc-Philippe Huget,Ismael Caballero,POINT (6.086008679698335 45.7806512),POINT (-3.9285138 38.9854201),security,University of Savoie,University of Castilla-La Mancha
Marc-Philippe Huget,Alberto Freitas,POINT (6.086008679698335 45.7806512),POINT (-8.6107884 41.1494512),security,University of Savoie,Universidade do Porto
Stefanos Gritzalis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia
Stefanos Gritzalis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia
Stefanos Gritzalis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201),security,University of the Aegean,University of Castilla-La Mancha
Stefanos Gritzalis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512),security,University of the Aegean,Universidade do Porto
Rahul Rastogi,Rossouw von Solms,POINT (25.6186512 -33.9618359),POINT (25.6186512 -33.9618359),"culture,information security culture,issc,information security management,information security service culture",Nelson Mandela Metropolitan University,Nelson Mandela Metropolitan University
Pedro Martinez-Julia,Antonio F. Gómez-Skarmeta,POINT (-1.1305431 37.9923795),POINT (-1.1305431 37.9923795),"next generation internet,identity,privacy,overlay networks",University of Murcia,University of Murcia
Thijs Baars,Marco Spruit,POINT (5.1215634 52.0907006),POINT (5.1215634 52.0907006),"case study,information security,cloud computing,seca model,cloud security",Utrecht University,Utrecht University
Reijo M. Savola,Christian Frühwirth,POINT (25.4716809 65.0118734),POINT (24.6568435 60.2047672),"security metrics,risk analysis,agile sw development",VTT Technical Research Centre of Finland,Aalto University
Reijo M. Savola,Ari Pietikäinen,POINT (25.4716809 65.0118734),POINT (24.4406694 60.1227857),"security metrics,risk analysis,agile sw development",VTT Technical Research Centre of Finland,Ericsson Finland
Christian Frühwirth,Ari Pietikäinen,POINT (24.6568435 60.2047672),POINT (24.4406694 60.1227857),"security metrics,risk analysis,agile sw development",Aalto University,Ericsson Finland
Ismael Caballero,Alberto Freitas,POINT (-3.9285138 38.9854201),POINT (-8.6107884 41.1494512),"electronicchealth record (ehr),health management information system (hmis or his),software engineering,personal health record (phr),security,security health information,quality,his,quality health information",University of Castilla-La Mancha,Universidade do Porto
Ismael Caballero,Hongming Cai,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707),software engineering,University of Castilla-La Mancha,Shanghai Jiao Tong University
Ismael Caballero,Boyi Xu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707),software engineering,University of Castilla-La Mancha,Shanghai Jiao Tong University
Ismael Caballero,Fenglin Bu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707),software engineering,University of Castilla-La Mancha,Shanghai Jiao Tong University
Ismael Caballero,José Luis Hernández,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"trust,tools for gsd,global software development (gsd),distributed software sevelopment (dsd)",University of Castilla-La Mancha,University of Castilla-La Mancha
Ismael Caballero,Aurora Vizcaíno,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"trust,tools for gsd,global software development (gsd),distributed software sevelopment (dsd)",University of Castilla-La Mancha,University of Castilla-La Mancha
Ismael Caballero,Gabriela Aranda,POINT (-3.9285138 38.9854201),POINT (-69.832275 -38.3695057),"trust,tools for gsd,global software development (gsd),distributed software sevelopment (dsd)",University of Castilla-La Mancha,National University of Comahue
Alberto Freitas,Hongming Cai,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707),software engineering,Universidade do Porto,Shanghai Jiao Tong University
Alberto Freitas,Boyi Xu,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707),software engineering,Universidade do Porto,Shanghai Jiao Tong University
Alberto Freitas,Fenglin Bu,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707),software engineering,Universidade do Porto,Shanghai Jiao Tong University
Sipho Ngobeni,Hein Venter,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277),"traffic,access point,hash value,digital forensic process,wireless local area network,cyber forensic experts,digital forensics,digital forensic readiness,digital evidence",Council for Scientific and Industrial Research,University of Pretoria
Sipho Ngobeni,Ivan Burke,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277),"traffic,access point,hash value,digital forensic process,wireless local area network,cyber forensic experts,digital forensics,digital forensic readiness,digital evidence",Council for Scientific and Industrial Research,Council for Scientific and Industrial Research
Hein Venter,Ivan Burke,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277),"traffic,access point,hash value,digital forensic process,wireless local area network,cyber forensic experts,digital forensics,digital forensic readiness,digital evidence",University of Pretoria,Council for Scientific and Industrial Research
Lin Ding,Jie Guan,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244),"cryptanalysis,related-key attack,py-family of stream ciphers,trcr-32,distinguishing attack,trcr-64",Information Science and Technology Institute,Information Science and Technology Institute
Lin Ding,Wen-long Sun,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244),"cryptanalysis,related-key attack,py-family of stream ciphers,trcr-32,distinguishing attack,trcr-64",Information Science and Technology Institute,Information Science and Technology Institute
Jie Guan,Wen-long Sun,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244),"cryptanalysis,related-key attack,py-family of stream ciphers,trcr-32,distinguishing attack,trcr-64",Information Science and Technology Institute,Information Science and Technology Institute
Atulya K. Nagar,Musrrat Ali,POINT (-2.99168 53.4071991),POINT (127.0287472 37.2633325),"local search,trigonometric mutation,differential evolution,global optimization,quadratic interpolation",Liverpool Hope University,Sungkyunkwan University
Atulya K. Nagar,Millie Pant,POINT (-2.99168 53.4071991),POINT (77.5427464 29.9637438),"local search,trigonometric mutation,differential evolution,global optimization,quadratic interpolation",Liverpool Hope University,Indian Institute of Technology Roorkee
Atulya K. Nagar,Chang Wook Ahn,POINT (-2.99168 53.4071991),POINT (127.0287472 37.2633325),"local search,trigonometric mutation,differential evolution,global optimization,quadratic interpolation",Liverpool Hope University,Sungkyunkwan University
T. Robinson,Susan Elias,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939),membrane computing,Madras Christian College,Sri Venkateswara College of Engineering
T. Robinson,Vanaja Gokul,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939),membrane computing,Madras Christian College,Sri Venkateswara College of Engineering
T. Robinson,Kamala Krithivasan,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939),membrane computing,Madras Christian College,Indian Institute of Technology Madras
T. Robinson,Marian Gheorghe,POINT (-2.99168 53.4071991),POINT (-1.4702278 53.3806626),membrane computing,Madras Christian College,University of Sheffield
T. Robinson,Gexiang Zhang,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
T. Robinson,Yunyun Niu,POINT (-2.99168 53.4071991),POINT (114.2999353 30.5951051),"shuffle on trajectories,membrane computing,p system",Madras Christian College,Huazhong University of Science and Technology
T. Robinson,Jinbang Xu,POINT (-2.99168 53.4071991),POINT (114.2999353 30.5951051),"shuffle on trajectories,membrane computing,p system",Madras Christian College,Huazhong University of Science and Technology
T. Robinson,K.G. Subramanian,POINT (-2.99168 53.4071991),POINT (8.2502533 45.0332014),"shuffle on trajectories,membrane computing,p system",Madras Christian College,Universiti Sains Malaysia
T. Robinson,Rosni Abdullah,POINT (-2.99168 53.4071991),POINT (8.2502533 45.0332014),"shuffle on trajectories,membrane computing,p system",Madras Christian College,Universiti Sains Malaysia
T. Robinson,A.S. Prasanna Venkatesan,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939),"p system,shuffle on trajectories,array languages,membrane computing",Madras Christian College,B.S. Abdur Rahman University
T. Robinson,D.G. Thomas,POINT (-2.99168 53.4071991),POINT (78.6677428 22.3511148),"p system,shuffle on trajectories,array languages,membrane computing",Madras Christian College,Madras Christian College
T. Robinson,Fen Zhou,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
T. Robinson,Xiaoli Huang,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
T. Robinson,Jixiang Cheng,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
T. Robinson,Florentin Ipate,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti
T. Robinson,Raluca Lefticaru,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti
Susan Elias,Vanaja Gokul,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,Sri Venkateswara College of Engineering
Susan Elias,Kamala Krithivasan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,Indian Institute of Technology Madras
Susan Elias,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,University of Sheffield
Susan Elias,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,Southwest Jiaotong University
Susan Elias,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Sri Venkateswara College of Engineering,Huazhong University of Science and Technology
Susan Elias,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Sri Venkateswara College of Engineering,Huazhong University of Science and Technology
Susan Elias,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Sri Venkateswara College of Engineering,Universiti Sains Malaysia
Susan Elias,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Sri Venkateswara College of Engineering,Universiti Sains Malaysia
Susan Elias,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),membrane computing,Sri Venkateswara College of Engineering,B.S. Abdur Rahman University
Susan Elias,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148),membrane computing,Sri Venkateswara College of Engineering,Madras Christian College
Susan Elias,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Susan Elias,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Susan Elias,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Susan Elias,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Sri Venkateswara College of Engineering,University of Pitesti
Susan Elias,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Sri Venkateswara College of Engineering,University of Pitesti
Vanaja Gokul,Kamala Krithivasan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,Indian Institute of Technology Madras
Vanaja Gokul,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,University of Sheffield
Vanaja Gokul,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Sri Venkateswara College of Engineering,Southwest Jiaotong University
Vanaja Gokul,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Sri Venkateswara College of Engineering,Huazhong University of Science and Technology
Vanaja Gokul,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Sri Venkateswara College of Engineering,Huazhong University of Science and Technology
Vanaja Gokul,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Sri Venkateswara College of Engineering,Universiti Sains Malaysia
Vanaja Gokul,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Sri Venkateswara College of Engineering,Universiti Sains Malaysia
Vanaja Gokul,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),membrane computing,Sri Venkateswara College of Engineering,B.S. Abdur Rahman University
Vanaja Gokul,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148),membrane computing,Sri Venkateswara College of Engineering,Madras Christian College
Vanaja Gokul,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Vanaja Gokul,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Vanaja Gokul,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Sri Venkateswara College of Engineering,Southwest Jiaotong University
Vanaja Gokul,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Sri Venkateswara College of Engineering,University of Pitesti
Vanaja Gokul,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Sri Venkateswara College of Engineering,University of Pitesti
Kamala Krithivasan,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Indian Institute of Technology Madras,University of Sheffield
Kamala Krithivasan,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),"particle swarm optimisation,cross layer optimisation,membrane computing,distributed p systems",Indian Institute of Technology Madras,Southwest Jiaotong University
Kamala Krithivasan,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Indian Institute of Technology Madras,Huazhong University of Science and Technology
Kamala Krithivasan,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051),membrane computing,Indian Institute of Technology Madras,Huazhong University of Science and Technology
Kamala Krithivasan,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Indian Institute of Technology Madras,Universiti Sains Malaysia
Kamala Krithivasan,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014),membrane computing,Indian Institute of Technology Madras,Universiti Sains Malaysia
Kamala Krithivasan,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939),membrane computing,Indian Institute of Technology Madras,B.S. Abdur Rahman University
Kamala Krithivasan,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148),membrane computing,Indian Institute of Technology Madras,Madras Christian College
Kamala Krithivasan,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Indian Institute of Technology Madras,Southwest Jiaotong University
Kamala Krithivasan,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Indian Institute of Technology Madras,Southwest Jiaotong University
Kamala Krithivasan,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,Indian Institute of Technology Madras,Southwest Jiaotong University
Kamala Krithivasan,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Indian Institute of Technology Madras,University of Pitesti
Kamala Krithivasan,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,Indian Institute of Technology Madras,University of Pitesti
Marian Gheorghe,Gexiang Zhang,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,distributed p systems,particle swarm optimisation,cross layer optimisation,membrane computing,membrane systems",University of Sheffield,Southwest Jiaotong University
Marian Gheorghe,Yunyun Niu,POINT (-1.4702278 53.3806626),POINT (114.2999353 30.5951051),membrane computing,University of Sheffield,Huazhong University of Science and Technology
Marian Gheorghe,Jinbang Xu,POINT (-1.4702278 53.3806626),POINT (114.2999353 30.5951051),membrane computing,University of Sheffield,Huazhong University of Science and Technology
Marian Gheorghe,K.G. Subramanian,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014),membrane computing,University of Sheffield,Universiti Sains Malaysia
Marian Gheorghe,Rosni Abdullah,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014),membrane computing,University of Sheffield,Universiti Sains Malaysia
Marian Gheorghe,A.S. Prasanna Venkatesan,POINT (-1.4702278 53.3806626),POINT (80.270186 13.0836939),membrane computing,University of Sheffield,B.S. Abdur Rahman University
Marian Gheorghe,D.G. Thomas,POINT (-1.4702278 53.3806626),POINT (78.6677428 22.3511148),membrane computing,University of Sheffield,Madras Christian College
Marian Gheorghe,Fen Zhou,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Sheffield,Southwest Jiaotong University
Marian Gheorghe,Xiaoli Huang,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Sheffield,Southwest Jiaotong University
Marian Gheorghe,Jixiang Cheng,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Sheffield,Southwest Jiaotong University
Marian Gheorghe,Florentin Ipate,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Sheffield,University of Pitesti
Marian Gheorghe,Raluca Lefticaru,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Sheffield,University of Pitesti
Marian Gheorghe,Kusum Deep,POINT (-1.4702278 53.3806626),POINT (77.8902124 29.8693496),particle swarm optimization,University of Sheffield,Indian Institute of Technology Roorkee
