source,source_location,target,target_location,WEIGHT,TYPE,PERIOD,source_coordinates,source_address,target_coordinates,target_address
Berenike,Berenike,Gortyn,Gortyn,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Berenike,Berenike,Kenchreai,Kenchreai,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Berenike,Berenike,Knossos,Knossos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Berenike,Berenike,Kommos,Kommos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (24.760866584158347 35.01320225),"Κομμός, Γόρτυνας - Λιμένα Ματάλων, 702 00, Γόρτυνας - Λιμένα Ματάλων, Δημοτική Ενότητα Τυμπακίου, Αποκεντρωμένη Διοίκηση Κρήτης, Ελλάς"
Berenike,Berenike,Labraunda,Labraunda,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Berenike,Berenike,Olympia,Olympia,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-122.8950075 47.0451022),"Olympia, Washington, United States"
Berenike,Berenike,Paphos,Paphos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Berenike,Berenike,Samos_(Heraion),Samos_(Heraion),1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Berenike,Berenike,Siphnos,Siphnos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (22.501539700000002 38.481628549999996),"Θησαυρός Σιφνίων, Ιερά οδός, 330 54, Ιερά οδός, Δημοτική Ενότητα Δελφών, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Berenike,Berenike,Stobi,Stobi,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Berenike,Berenike,Tarsos,Tarsos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Berenike,Berenike,Tenos,Tenos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (-91.3134075788233 17.45949075),"Tenosique, Tabasco, México"
Berenike,Berenike,Thasos,Thasos,1,ESB,12,POINT (35.140878379788205 21.9501117),"Berenike Panchrysos, حلايب, Red Sea State البحر الأحمر, السودان",POINT (24.651206350038855 40.6844479),"Θάσος, Ελλάς"
Corinth,Corinth,Ephesos,Ephesos,10,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Corinth,Corinth,Paphos,Paphos,6,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Corinth,Corinth,Knossos,Knossos,7,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Corinth,Corinth,Labraunda,Labraunda,4,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Corinth,Corinth,Priene,Priene,3,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Corinth,Corinth,Ed-Dur,Ed-Dur,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland"
Corinth,Corinth,Didyma,Didyma,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye"
Corinth,Corinth,Gortyn,Gortyn,3,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Corinth,Corinth,Isthmia,Isthmia,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (0.1413701 51.8744241),"Isthmian Close, CM23 2PY, East Hertfordshire, England, United Kingdom"
Corinth,Corinth,Kastro_Tigani,Kastro_Tigani,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT EMPTY,
Corinth,Corinth,Kenchreai,Kenchreai,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Corinth,Corinth,Kourion,Kourion,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (32.88772345100021 34.65774705),Kourion Beach
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),3,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Corinth,Corinth,Stobi,Stobi,4,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Corinth,Corinth,Tenos,Tenos,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-91.3134075788233 17.45949075),"Tenosique, Tabasco, México"
Corinth,Corinth,Troia/Ilion,Troia/Ilion,3,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Corinth,Corinth,Emporio,Emporio,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia"
Corinth,Corinth,Eretria,Eretria,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (22.6146339 39.2962439),"Ερέτρια, 40300, Φάρσαλα, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Corinth,Corinth,Kythera,Kythera,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (23.002435236230205 36.258028800000005),"Κύθηρα, Ελλάς"
Corinth,Corinth,Nikopolis,Nikopolis,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (20.7369778 39.0227649),"Νικόπολη, 481 00, Νικόπολη, Αποκεντρωμένη Διοίκηση Ηπείρου - Δυτικής Μακεδονίας, Ελλάς"
Corinth,Corinth,Petra,Petra,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (35.4745669 30.3258363),"البتراء, 71882, معان, الأردن"
Corinth,Corinth,Siphnos,Siphnos,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (22.501539700000002 38.481628549999996),"Θησαυρός Σιφνίων, Ιερά οδός, 330 54, Ιερά οδός, Δημοτική Ενότητα Δελφών, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Corinth,Corinth,Sparta,Sparta,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-81.9320157 34.9498007),"Spartanburg, South Carolina, United States"
Corinth,Corinth,Tanagra,Tanagra,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (19.868870098047974 -33.92443685),"Tanagra, South Africa"
Corinth,Corinth,Scythopolis,Scythopolis,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (35.488526 32.5150047),"בית שאן, 71, 1080300, 71, מועצה אזורית גלבוע, מחוז הצפון, ישראל"
Corinth,Corinth,Kommos,Kommos,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (24.760866584158347 35.01320225),"Κομμός, Γόρτυνας - Λιμένα Ματάλων, 702 00, Γόρτυνας - Λιμένα Ματάλων, Δημοτική Ενότητα Τυμπακίου, Αποκεντρωμένη Διοίκηση Κρήτης, Ελλάς"
Corinth,Corinth,Olympia,Olympia,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (-122.8950075 47.0451022),"Olympia, Washington, United States"
Corinth,Corinth,Tarsos,Tarsos,2,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Corinth,Corinth,Thasos,Thasos,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (24.651206350038855 40.6844479),"Θάσος, Ελλάς"
Corinth,Corinth,Iasos,Iasos,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Corinth,Corinth,Sumhuram,Sumhuram,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (54.4338452 17.0398697),"Sumhuram Old City, محافظة ظفار, عمان"
Corinth,Corinth,Tel_Anafa,Tel_Anafa,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT EMPTY,
Corinth,Corinth,Pylos,Pylos,1,ESB,12,POINT (-88.5223353 34.9343599),"Corinth, Mississippi, United States",POINT (21.6963888 36.9137968),"Πύλος, 24001, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Didyma,Didyma,Ephesos,Ephesos,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Didyma,Didyma,Gortyn,Gortyn,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Didyma,Didyma,Isthmia,Isthmia,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (0.1413701 51.8744241),"Isthmian Close, CM23 2PY, East Hertfordshire, England, United Kingdom"
Didyma,Didyma,Kastro_Tigani,Kastro_Tigani,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT EMPTY,
Didyma,Didyma,Kenchreai,Kenchreai,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Didyma,Didyma,Knossos,Knossos,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Didyma,Didyma,Kourion,Kourion,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (32.88772345100021 34.65774705),Kourion Beach
Didyma,Didyma,Labraunda,Labraunda,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Didyma,Didyma,Paphos,Paphos,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Didyma,Didyma,Samos_(Heraion),Samos_(Heraion),1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Didyma,Didyma,Stobi,Stobi,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Didyma,Didyma,Tenos,Tenos,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (-91.3134075788233 17.45949075),"Tenosique, Tabasco, México"
Didyma,Didyma,Troia/Ilion,Troia/Ilion,1,ESB,12,POINT (27.256583388123204 37.38500485),"Didyma, Özgürlük Caddesi, Özgürlük Caddesi, Didim, Aydın, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Ed-Dur,Ed-Dur,Ephesos,Ephesos,1,ESB,12,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Ed-Dur,Ed-Dur,Knossos,Knossos,1,ESB,12,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Ed-Dur,Ed-Dur,Priene,Priene,1,ESB,12,POINT (-7.497453670580851 53.315194),"Durrow ED, The Municipal District of Tullamore, Éire / Ireland",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Emporio,Emporio,Ephesos,Ephesos,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Emporio,Emporio,Eretria,Eretria,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (22.6146339 39.2962439),"Ερέτρια, 40300, Φάρσαλα, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Emporio,Emporio,Gortyn,Gortyn,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Emporio,Emporio,Isthmia,Isthmia,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (0.1413701 51.8744241),"Isthmian Close, CM23 2PY, East Hertfordshire, England, United Kingdom"
Emporio,Emporio,Kastro_Tigani,Kastro_Tigani,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT EMPTY,
Emporio,Emporio,Knossos,Knossos,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Emporio,Emporio,Kourion,Kourion,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (32.88772345100021 34.65774705),Kourion Beach
Emporio,Emporio,Kythera,Kythera,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (23.002435236230205 36.258028800000005),"Κύθηρα, Ελλάς"
Emporio,Emporio,Labraunda,Labraunda,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Emporio,Emporio,Nikopolis,Nikopolis,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (20.7369778 39.0227649),"Νικόπολη, 481 00, Νικόπολη, Αποκεντρωμένη Διοίκηση Ηπείρου - Δυτικής Μακεδονίας, Ελλάς"
Emporio,Emporio,Paphos,Paphos,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Emporio,Emporio,Petra,Petra,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (35.4745669 30.3258363),"البتراء, 71882, معان, الأردن"
Emporio,Emporio,Samos_(Heraion),Samos_(Heraion),1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Emporio,Emporio,Siphnos,Siphnos,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (22.501539700000002 38.481628549999996),"Θησαυρός Σιφνίων, Ιερά οδός, 330 54, Ιερά οδός, Δημοτική Ενότητα Δελφών, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Emporio,Emporio,Sparta,Sparta,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (-81.9320157 34.9498007),"Spartanburg, South Carolina, United States"
Emporio,Emporio,Stobi,Stobi,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Emporio,Emporio,Tanagra,Tanagra,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (19.868870098047974 -33.92443685),"Tanagra, South Africa"
Emporio,Emporio,Troia/Ilion,Troia/Ilion,1,ESB,12,POINT (-73.634538 4.1566135),"El Emporio, 500010, Villavicencio, Meta, Colombia",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Ephesos,Ephesos,Paphos,Paphos,7,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Ephesos,Ephesos,Pergamon,Pergamon,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Ephesos,Ephesos,Priene,Priene,5,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.29597545744152 37.6613182),"Priene, Söke, Aydın, Türkiye"
Ephesos,Ephesos,Knossos,Knossos,10,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Ephesos,Ephesos,Labraunda,Labraunda,5,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.819999331872815 37.418888800000005),"Labranda, Milas, Muğla, Türkiye"
Ephesos,Ephesos,Iasos,Iasos,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (27.584352321751773 37.279934749999995),"Iasos, Kıyıkışlacık (Iasos) Yolu, Kıyıkışlacık (Iasos) Yolu, Milas, Muğla, Türkiye"
Ephesos,Ephesos,Kenchreai,Kenchreai,3,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Ephesos,Ephesos,Stobi,Stobi,5,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Ephesos,Ephesos,Tarsos,Tarsos,3,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (3.9494 14.0465),"Tarsossa, Dosso, Niger"
Ephesos,Ephesos,Gortyn,Gortyn,3,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland"
Ephesos,Ephesos,Isthmia,Isthmia,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (0.1413701 51.8744241),"Isthmian Close, CM23 2PY, East Hertfordshire, England, United Kingdom"
Ephesos,Ephesos,Kastro_Tigani,Kastro_Tigani,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT EMPTY,
Ephesos,Ephesos,Kourion,Kourion,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (32.88772345100021 34.65774705),Kourion Beach
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),3,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Ephesos,Ephesos,Tenos,Tenos,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-91.3134075788233 17.45949075),"Tenosique, Tabasco, México"
Ephesos,Ephesos,Troia/Ilion,Troia/Ilion,3,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Ephesos,Ephesos,Eretria,Eretria,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (22.6146339 39.2962439),"Ερέτρια, 40300, Φάρσαλα, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Ephesos,Ephesos,Kythera,Kythera,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (23.002435236230205 36.258028800000005),"Κύθηρα, Ελλάς"
Ephesos,Ephesos,Nikopolis,Nikopolis,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (20.7369778 39.0227649),"Νικόπολη, 481 00, Νικόπολη, Αποκεντρωμένη Διοίκηση Ηπείρου - Δυτικής Μακεδονίας, Ελλάς"
Ephesos,Ephesos,Petra,Petra,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (35.4745669 30.3258363),"البتراء, 71882, معان, الأردن"
Ephesos,Ephesos,Siphnos,Siphnos,2,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (22.501539700000002 38.481628549999996),"Θησαυρός Σιφνίων, Ιερά οδός, 330 54, Ιερά οδός, Δημοτική Ενότητα Δελφών, Αποκεντρωμένη Διοίκηση Θεσσαλίας - Στερεάς Ελλάδος, Ελλάς"
Ephesos,Ephesos,Sparta,Sparta,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (-81.9320157 34.9498007),"Spartanburg, South Carolina, United States"
Ephesos,Ephesos,Tanagra,Tanagra,1,ESB,12,POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich",POINT (19.868870098047974 -33.92443685),"Tanagra, South Africa"
