source,target,source_coordinates,target_coordinates
Leonel Morgado,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Leonel Morgado,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Leonel Morgado,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Leonel Morgado,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Leonel Morgado,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Leonel Morgado,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Leonel Morgado,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Leonel Morgado,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Leonel Morgado,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Leonel Morgado,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Leonel Morgado,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Leonel Morgado,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Hugo Paredes,Paulo Martins,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,Ramiro Gonçalves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Hugo Paredes,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Hugo Paredes,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Hugo Paredes,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Hugo Paredes,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Hugo Paredes,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Hugo Paredes,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Hugo Paredes,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Hugo Paredes,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Hugo Paredes,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Hugo Paredes,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Hugo Paredes,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Hugo Paredes,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Hugo Paredes,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Hugo Paredes,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Hugo Paredes,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Paulo Martins,Ramiro Gonçalves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Paulo Martins,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Paulo Martins,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Paulo Martins,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Paulo Martins,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Paulo Martins,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Paulo Martins,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Paulo Martins,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Paulo Martins,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Paulo Martins,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Paulo Martins,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Paulo Martins,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Paulo Martins,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Paulo Martins,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Paulo Martins,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Paulo Martins,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Paulo Martins,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Paulo Martins,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Paulo Martins,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Paulo Martins,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Ramiro Gonçalves,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ramiro Gonçalves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ramiro Gonçalves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ramiro Gonçalves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ramiro Gonçalves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Ramiro Gonçalves,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Ramiro Gonçalves,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Ramiro Gonçalves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Ramiro Gonçalves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Ramiro Gonçalves,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Ramiro Gonçalves,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Ramiro Gonçalves,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Ramiro Gonçalves,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ramiro Gonçalves,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ramiro Gonçalves,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ramiro Gonçalves,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Ramiro Gonçalves,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Ramiro Gonçalves,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Ramiro Gonçalves,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Pedro Neves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Pedro Neves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Pedro Neves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Pedro Neves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Pedro Neves,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Pedro Neves,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Pedro Neves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Pedro Neves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Pedro Neves,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Pedro Neves,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Pedro Neves,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Pedro Neves,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Pedro Neves,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Pedro Neves,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Pedro Neves,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Pedro Neves,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Pedro Neves,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Pedro Neves,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Ricardo Rodrigues Nunes,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ricardo Rodrigues Nunes,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Ricardo Rodrigues Nunes,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Ricardo Rodrigues Nunes,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Ricardo Rodrigues Nunes,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Ricardo Rodrigues Nunes,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Ricardo Rodrigues Nunes,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Ricardo Rodrigues Nunes,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Ricardo Rodrigues Nunes,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Ricardo Rodrigues Nunes,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Ricardo Rodrigues Nunes,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ricardo Rodrigues Nunes,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ricardo Rodrigues Nunes,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Ricardo Rodrigues Nunes,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Ricardo Rodrigues Nunes,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Ricardo Rodrigues Nunes,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Ricardo Rodrigues Nunes,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Jorge Lima,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935)
Jorge Lima,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
Jorge Lima,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Jorge Lima,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
Jorge Lima,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Jorge Lima,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
Jorge Lima,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
Jorge Lima,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Jorge Lima,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
Jorge Lima,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Jorge Lima,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Jorge Lima,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
Jorge Lima,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Jorge Lima,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
Jorge Lima,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Jorge Lima,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
João Varajão,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902)
João Varajão,Robert Sanders,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
João Varajão,Vera Barracho,POINT (-7.7457614 41.2976935),POINT (-90.5887314 38.9494939)
João Varajão,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
João Varajão,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439)
João Varajão,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939)
João Varajão,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
João Varajão,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456)
João Varajão,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
João Varajão,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
João Varajão,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338)
João Varajão,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
João Varajão,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658)
João Varajão,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
João Varajão,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571)
Ângela Pereira,Robert Sanders,POINT (-8.8071119 39.7437902),POINT (-90.5887314 38.9494939)
Ângela Pereira,Vera Barracho,POINT (-8.8071119 39.7437902),POINT (-90.5887314 38.9494939)
Ângela Pereira,Urban Lapajne,POINT (-8.8071119 39.7437902),POINT (15.6455854 46.5576439)
Ângela Pereira,Matej Rus,POINT (-8.8071119 39.7437902),POINT (15.6455854 46.5576439)
Ângela Pereira,Martin Rahe,POINT (-8.8071119 39.7437902),POINT (2.1774322 41.3828939)
Ângela Pereira,Andre Mostert,POINT (-8.8071119 39.7437902),POINT (-0.1277653 51.5074456)
Ângela Pereira,Thorsten Klein,POINT (-8.8071119 39.7437902),POINT (-0.1277653 51.5074456)
Ângela Pereira,Viktorija Bojovic,POINT (-8.8071119 39.7437902),POINT (19.8451756 45.2551338)
Ângela Pereira,Saša Bošnjak,POINT (-8.8071119 39.7437902),POINT (19.8451756 45.2551338)
Ângela Pereira,Zita Bošnjak,POINT (-8.8071119 39.7437902),POINT (19.8451756 45.2551338)
Ângela Pereira,João Carvalho,POINT (-8.8071119 39.7437902),POINT (-7.5043211 40.2805658)
Ângela Pereira,Isabel Duarte,POINT (-8.8071119 39.7437902),POINT (-7.5043211 40.2805658)
Ângela Pereira,Andreana Casaramona,POINT (-8.8071119 39.7437902),POINT (15.5542082 38.1937571)
Ângela Pereira,Alberto Soraci,POINT (-8.8071119 39.7437902),POINT (15.5542082 38.1937571)
Robert Sanders,Vera Barracho,POINT (-90.5887314 38.9494939),POINT (-90.5887314 38.9494939)
Robert Sanders,Urban Lapajne,POINT (-90.5887314 38.9494939),POINT (15.6455854 46.5576439)
Robert Sanders,Matej Rus,POINT (-90.5887314 38.9494939),POINT (15.6455854 46.5576439)
Robert Sanders,Martin Rahe,POINT (-90.5887314 38.9494939),POINT (2.1774322 41.3828939)
Robert Sanders,Andre Mostert,POINT (-90.5887314 38.9494939),POINT (-0.1277653 51.5074456)
Robert Sanders,Thorsten Klein,POINT (-90.5887314 38.9494939),POINT (-0.1277653 51.5074456)
Robert Sanders,Viktorija Bojovic,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Robert Sanders,Saša Bošnjak,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Robert Sanders,Zita Bošnjak,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Robert Sanders,João Carvalho,POINT (-90.5887314 38.9494939),POINT (-7.5043211 40.2805658)
Robert Sanders,Isabel Duarte,POINT (-90.5887314 38.9494939),POINT (-7.5043211 40.2805658)
Robert Sanders,Andreana Casaramona,POINT (-90.5887314 38.9494939),POINT (15.5542082 38.1937571)
Robert Sanders,Alberto Soraci,POINT (-90.5887314 38.9494939),POINT (15.5542082 38.1937571)
Vera Barracho,Urban Lapajne,POINT (-90.5887314 38.9494939),POINT (15.6455854 46.5576439)
Vera Barracho,Matej Rus,POINT (-90.5887314 38.9494939),POINT (15.6455854 46.5576439)
Vera Barracho,Martin Rahe,POINT (-90.5887314 38.9494939),POINT (2.1774322 41.3828939)
Vera Barracho,Andre Mostert,POINT (-90.5887314 38.9494939),POINT (-0.1277653 51.5074456)
Vera Barracho,Thorsten Klein,POINT (-90.5887314 38.9494939),POINT (-0.1277653 51.5074456)
Vera Barracho,Viktorija Bojovic,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Vera Barracho,Saša Bošnjak,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Vera Barracho,Zita Bošnjak,POINT (-90.5887314 38.9494939),POINT (19.8451756 45.2551338)
Vera Barracho,João Carvalho,POINT (-90.5887314 38.9494939),POINT (-7.5043211 40.2805658)
Vera Barracho,Isabel Duarte,POINT (-90.5887314 38.9494939),POINT (-7.5043211 40.2805658)
Vera Barracho,Andreana Casaramona,POINT (-90.5887314 38.9494939),POINT (15.5542082 38.1937571)
Vera Barracho,Alberto Soraci,POINT (-90.5887314 38.9494939),POINT (15.5542082 38.1937571)
Urban Lapajne,Matej Rus,POINT (15.6455854 46.5576439),POINT (15.6455854 46.5576439)
Urban Lapajne,Martin Rahe,POINT (15.6455854 46.5576439),POINT (2.1774322 41.3828939)
Urban Lapajne,Andre Mostert,POINT (15.6455854 46.5576439),POINT (-0.1277653 51.5074456)
Urban Lapajne,Thorsten Klein,POINT (15.6455854 46.5576439),POINT (-0.1277653 51.5074456)
Urban Lapajne,Viktorija Bojovic,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Urban Lapajne,Saša Bošnjak,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Urban Lapajne,Zita Bošnjak,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Urban Lapajne,João Carvalho,POINT (15.6455854 46.5576439),POINT (-7.5043211 40.2805658)
Urban Lapajne,Isabel Duarte,POINT (15.6455854 46.5576439),POINT (-7.5043211 40.2805658)
Urban Lapajne,Andreana Casaramona,POINT (15.6455854 46.5576439),POINT (15.5542082 38.1937571)
Urban Lapajne,Alberto Soraci,POINT (15.6455854 46.5576439),POINT (15.5542082 38.1937571)
Matej Rus,Martin Rahe,POINT (15.6455854 46.5576439),POINT (2.1774322 41.3828939)
Matej Rus,Andre Mostert,POINT (15.6455854 46.5576439),POINT (-0.1277653 51.5074456)
Matej Rus,Thorsten Klein,POINT (15.6455854 46.5576439),POINT (-0.1277653 51.5074456)
Matej Rus,Viktorija Bojovic,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Matej Rus,Saša Bošnjak,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Matej Rus,Zita Bošnjak,POINT (15.6455854 46.5576439),POINT (19.8451756 45.2551338)
Matej Rus,João Carvalho,POINT (15.6455854 46.5576439),POINT (-7.5043211 40.2805658)
Matej Rus,Isabel Duarte,POINT (15.6455854 46.5576439),POINT (-7.5043211 40.2805658)
Matej Rus,Andreana Casaramona,POINT (15.6455854 46.5576439),POINT (15.5542082 38.1937571)
Matej Rus,Alberto Soraci,POINT (15.6455854 46.5576439),POINT (15.5542082 38.1937571)
Martin Rahe,Andre Mostert,POINT (2.1774322 41.3828939),POINT (-0.1277653 51.5074456)
Martin Rahe,Thorsten Klein,POINT (2.1774322 41.3828939),POINT (-0.1277653 51.5074456)
Martin Rahe,Viktorija Bojovic,POINT (2.1774322 41.3828939),POINT (19.8451756 45.2551338)
Martin Rahe,Saša Bošnjak,POINT (2.1774322 41.3828939),POINT (19.8451756 45.2551338)
Martin Rahe,Zita Bošnjak,POINT (2.1774322 41.3828939),POINT (19.8451756 45.2551338)
Martin Rahe,João Carvalho,POINT (2.1774322 41.3828939),POINT (-7.5043211 40.2805658)
Martin Rahe,Isabel Duarte,POINT (2.1774322 41.3828939),POINT (-7.5043211 40.2805658)
Martin Rahe,Andreana Casaramona,POINT (2.1774322 41.3828939),POINT (15.5542082 38.1937571)
Martin Rahe,Alberto Soraci,POINT (2.1774322 41.3828939),POINT (15.5542082 38.1937571)
Andre Mostert,Thorsten Klein,POINT (-0.1277653 51.5074456),POINT (-0.1277653 51.5074456)
Andre Mostert,Viktorija Bojovic,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Andre Mostert,Saša Bošnjak,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Andre Mostert,Zita Bošnjak,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Andre Mostert,João Carvalho,POINT (-0.1277653 51.5074456),POINT (-7.5043211 40.2805658)
Andre Mostert,Isabel Duarte,POINT (-0.1277653 51.5074456),POINT (-7.5043211 40.2805658)
Andre Mostert,Andreana Casaramona,POINT (-0.1277653 51.5074456),POINT (15.5542082 38.1937571)
Andre Mostert,Alberto Soraci,POINT (-0.1277653 51.5074456),POINT (15.5542082 38.1937571)
Thorsten Klein,Viktorija Bojovic,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Thorsten Klein,Saša Bošnjak,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Thorsten Klein,Zita Bošnjak,POINT (-0.1277653 51.5074456),POINT (19.8451756 45.2551338)
Thorsten Klein,João Carvalho,POINT (-0.1277653 51.5074456),POINT (-7.5043211 40.2805658)
Thorsten Klein,Isabel Duarte,POINT (-0.1277653 51.5074456),POINT (-7.5043211 40.2805658)
Thorsten Klein,Andreana Casaramona,POINT (-0.1277653 51.5074456),POINT (15.5542082 38.1937571)
Thorsten Klein,Alberto Soraci,POINT (-0.1277653 51.5074456),POINT (15.5542082 38.1937571)
Viktorija Bojovic,Saša Bošnjak,POINT (19.8451756 45.2551338),POINT (19.8451756 45.2551338)
Viktorija Bojovic,Zita Bošnjak,POINT (19.8451756 45.2551338),POINT (19.8451756 45.2551338)
Viktorija Bojovic,João Carvalho,POINT (19.8451756 45.2551338),POINT (-7.5043211 40.2805658)
Viktorija Bojovic,Isabel Duarte,POINT (19.8451756 45.2551338),POINT (-7.5043211 40.2805658)
Viktorija Bojovic,Andreana Casaramona,POINT (19.8451756 45.2551338),POINT (15.5542082 38.1937571)
Viktorija Bojovic,Alberto Soraci,POINT (19.8451756 45.2551338),POINT (15.5542082 38.1937571)
