FROM,SOURCE_LOCATION,TO,TARGET_LOCATION,WEIGHT,TYPE,PERIOD
Kenchreai,Kenchreai,Priene,Priene,1,ESB,12
Kenchreai,Kenchreai,Stobi,Stobi,3,ESB,12
Kenchreai,Kenchreai,Tarsos,Tarsos,2,ESB,12
Kenchreai,Kenchreai,Kourion,Kourion,1,ESB,12
Kenchreai,Kenchreai,Paphos,Paphos,2,ESB,12
Kenchreai,Kenchreai,Samos_(Heraion),Samos_(Heraion),2,ESB,12
Kenchreai,Kenchreai,Tenos,Tenos,2,ESB,12
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,1,ESB,12
Kenchreai,Kenchreai,Kommos,Kommos,1,ESB,12
Kenchreai,Kenchreai,Olympia,Olympia,1,ESB,12
Kenchreai,Kenchreai,Siphnos,Siphnos,1,ESB,12
Kenchreai,Kenchreai,Thasos,Thasos,1,ESB,12
Knossos,Knossos,Myos_Hormos,Myos_Hormos,1,ESB,12
Knossos,Knossos,Labraunda,Labraunda,5,ESB,12
Knossos,Knossos,Paphos,Paphos,5,ESB,12
Knossos,Knossos,Priene,Priene,3,ESB,12
Knossos,Knossos,Stobi,Stobi,4,ESB,12
Knossos,Knossos,Tarsos,Tarsos,2,ESB,12
Knossos,Knossos,Kourion,Kourion,2,ESB,12
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),3,ESB,12
Knossos,Knossos,Tenos,Tenos,2,ESB,12
Knossos,Knossos,Troia/Ilion,Troia/Ilion,3,ESB,12
Knossos,Knossos,Kythera,Kythera,1,ESB,12
Knossos,Knossos,Nikopolis,Nikopolis,1,ESB,12
Knossos,Knossos,Petra,Petra,1,ESB,12
Knossos,Knossos,Siphnos,Siphnos,2,ESB,12
Knossos,Knossos,Sparta,Sparta,1,ESB,12
Knossos,Knossos,Tanagra,Tanagra,1,ESB,12
Knossos,Knossos,Scythopolis,Scythopolis,2,ESB,12
Knossos,Knossos,Kommos,Kommos,1,ESB,12
Knossos,Knossos,Olympia,Olympia,1,ESB,12
Knossos,Knossos,Thasos,Thasos,1,ESB,12
Knossos,Knossos,Samaria-Sebaste,Samaria-Sebaste,1,ESB,12
Knossos,Knossos,MS010,MS010,1,ESB,12
Knossos,Knossos,Pylos,Pylos,1,ESB,12
Kommos,Kommos,Labraunda,Labraunda,1,ESB,12
Kommos,Kommos,Olympia,Olympia,1,ESB,12
Kommos,Kommos,Paphos,Paphos,1,ESB,12
Kommos,Kommos,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Kommos,Kommos,Siphnos,Siphnos,1,ESB,12
Kommos,Kommos,Stobi,Stobi,1,ESB,12
Kommos,Kommos,Tarsos,Tarsos,1,ESB,12
Kommos,Kommos,Tenos,Tenos,1,ESB,12
Kommos,Kommos,Thasos,Thasos,1,ESB,12
Kourion,Kourion,Labraunda,Labraunda,2,ESB,12
Kourion,Kourion,Paphos,Paphos,2,ESB,12
Kourion,Kourion,Samos_(Heraion),Samos_(Heraion),2,ESB,12
Kourion,Kourion,Stobi,Stobi,2,ESB,12
Kourion,Kourion,Tenos,Tenos,1,ESB,12
Kourion,Kourion,Troia/Ilion,Troia/Ilion,2,ESB,12
Kourion,Kourion,Kythera,Kythera,1,ESB,12
Kourion,Kourion,Nikopolis,Nikopolis,1,ESB,12
Kourion,Kourion,Petra,Petra,1,ESB,12
Kourion,Kourion,Siphnos,Siphnos,1,ESB,12
Kourion,Kourion,Sparta,Sparta,1,ESB,12
Kourion,Kourion,Tanagra,Tanagra,1,ESB,12
Kythera,Kythera,Labraunda,Labraunda,1,ESB,12
Kythera,Kythera,Nikopolis,Nikopolis,1,ESB,12
Kythera,Kythera,Paphos,Paphos,1,ESB,12
Kythera,Kythera,Petra,Petra,1,ESB,12
Kythera,Kythera,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Kythera,Kythera,Siphnos,Siphnos,1,ESB,12
Kythera,Kythera,Sparta,Sparta,1,ESB,12
Kythera,Kythera,Stobi,Stobi,1,ESB,12
Kythera,Kythera,Tanagra,Tanagra,1,ESB,12
Kythera,Kythera,Troia/Ilion,Troia/Ilion,1,ESB,12
Labraunda,Labraunda,Paphos,Paphos,4,ESB,12
Labraunda,Labraunda,Priene,Priene,2,ESB,12
Labraunda,Labraunda,Stobi,Stobi,4,ESB,12
Labraunda,Labraunda,Tarsos,Tarsos,2,ESB,12
Labraunda,Labraunda,Samos_(Heraion),Samos_(Heraion),3,ESB,12
Labraunda,Labraunda,Tenos,Tenos,2,ESB,12
Labraunda,Labraunda,Troia/Ilion,Troia/Ilion,2,ESB,12
Labraunda,Labraunda,Nikopolis,Nikopolis,1,ESB,12
Labraunda,Labraunda,Petra,Petra,1,ESB,12
Labraunda,Labraunda,Siphnos,Siphnos,2,ESB,12
Labraunda,Labraunda,Sparta,Sparta,1,ESB,12
Labraunda,Labraunda,Tanagra,Tanagra,1,ESB,12
Labraunda,Labraunda,Olympia,Olympia,1,ESB,12
Labraunda,Labraunda,Thasos,Thasos,1,ESB,12
Nikopolis,Nikopolis,Paphos,Paphos,1,ESB,12
Nikopolis,Nikopolis,Petra,Petra,1,ESB,12
Nikopolis,Nikopolis,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Nikopolis,Nikopolis,Siphnos,Siphnos,1,ESB,12
Nikopolis,Nikopolis,Sparta,Sparta,1,ESB,12
Nikopolis,Nikopolis,Stobi,Stobi,1,ESB,12
Nikopolis,Nikopolis,Tanagra,Tanagra,1,ESB,12
Nikopolis,Nikopolis,Troia/Ilion,Troia/Ilion,1,ESB,12
Olympia,Olympia,Paphos,Paphos,1,ESB,12
Olympia,Olympia,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Olympia,Olympia,Siphnos,Siphnos,1,ESB,12
Olympia,Olympia,Stobi,Stobi,1,ESB,12
Olympia,Olympia,Tarsos,Tarsos,1,ESB,12
Olympia,Olympia,Tenos,Tenos,1,ESB,12
Olympia,Olympia,Thasos,Thasos,1,ESB,12
Paphos,Paphos,Priene,Priene,1,ESB,12
Paphos,Paphos,Samos_(Heraion),Samos_(Heraion),3,ESB,12
Paphos,Paphos,Stobi,Stobi,4,ESB,12
Paphos,Paphos,Tenos,Tenos,2,ESB,12
Paphos,Paphos,Troia/Ilion,Troia/Ilion,2,ESB,12
Paphos,Paphos,Petra,Petra,1,ESB,12
Paphos,Paphos,Siphnos,Siphnos,2,ESB,12
Paphos,Paphos,Sparta,Sparta,1,ESB,12
Paphos,Paphos,Tanagra,Tanagra,1,ESB,12
Paphos,Paphos,Tarsos,Tarsos,2,ESB,12
Paphos,Paphos,Thasos,Thasos,1,ESB,12
Paphos,Paphos,Sumhuram,Sumhuram,1,ESB,12
Paphos,Paphos,Tel_Anafa,Tel_Anafa,1,ESB,12
Pergamon,Pergamon,Priene,Priene,1,ESB,12
Petra,Petra,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Petra,Petra,Siphnos,Siphnos,1,ESB,12
Petra,Petra,Sparta,Sparta,1,ESB,12
Petra,Petra,Stobi,Stobi,1,ESB,12
Petra,Petra,Tanagra,Tanagra,1,ESB,12
Petra,Petra,Troia/Ilion,Troia/Ilion,1,ESB,12
Priene,Priene,Stobi,Stobi,1,ESB,12
Priene,Priene,Tarsos,Tarsos,1,ESB,12
Samaria-Sebaste,Samaria-Sebaste,Scythopolis,Scythopolis,1,ESB,12
Samos_(Heraion),Samos_(Heraion),Stobi,Stobi,3,ESB,12
Samos_(Heraion),Samos_(Heraion),Tenos,Tenos,2,ESB,12
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,2,ESB,12
Samos_(Heraion),Samos_(Heraion),Siphnos,Siphnos,2,ESB,12
Samos_(Heraion),Samos_(Heraion),Sparta,Sparta,1,ESB,12
Samos_(Heraion),Samos_(Heraion),Tanagra,Tanagra,1,ESB,12
Samos_(Heraion),Samos_(Heraion),Tarsos,Tarsos,1,ESB,12
Samos_(Heraion),Samos_(Heraion),Thasos,Thasos,1,ESB,12
Scythopolis,Scythopolis,Troia/Ilion,Troia/Ilion,1,ESB,12
Siphnos,Siphnos,Sparta,Sparta,1,ESB,12
Siphnos,Siphnos,Stobi,Stobi,2,ESB,12
Siphnos,Siphnos,Tanagra,Tanagra,1,ESB,12
Siphnos,Siphnos,Troia/Ilion,Troia/Ilion,1,ESB,12
Siphnos,Siphnos,Tarsos,Tarsos,1,ESB,12
Siphnos,Siphnos,Tenos,Tenos,1,ESB,12
Siphnos,Siphnos,Thasos,Thasos,1,ESB,12
Sparta,Sparta,Stobi,Stobi,1,ESB,12
Sparta,Sparta,Tanagra,Tanagra,1,ESB,12
Sparta,Sparta,Troia/Ilion,Troia/Ilion,1,ESB,12
Stobi,Stobi,Tarsos,Tarsos,3,ESB,12
Stobi,Stobi,Tenos,Tenos,2,ESB,12
Stobi,Stobi,Troia/Ilion,Troia/Ilion,2,ESB,12
Stobi,Stobi,Tanagra,Tanagra,1,ESB,12
Stobi,Stobi,Thasos,Thasos,1,ESB,12
Stobi,Stobi,Sumhuram,Sumhuram,1,ESB,12
Stobi,Stobi,Tel_Anafa,Tel_Anafa,1,ESB,12
Sumhuram,Sumhuram,Tarsos,Tarsos,1,ESB,12
Sumhuram,Sumhuram,Tel_Anafa,Tel_Anafa,1,ESB,12
Tanagra,Tanagra,Troia/Ilion,Troia/Ilion,1,ESB,12
Tarsos,Tarsos,Tenos,Tenos,1,ESB,12
Tarsos,Tarsos,Thasos,Thasos,1,ESB,12
Tarsos,Tarsos,Tel_Anafa,Tel_Anafa,1,ESB,12
Tenos,Tenos,Troia/Ilion,Troia/Ilion,1,ESB,12
Tenos,Tenos,Thasos,Thasos,1,ESB,12
Tenos,Tenos,Thasos,Thasos,0,,13
