FROM,SOURCE_LOCATION,TO,TARGET_LOCATION,WEIGHT,TYPE,PERIOD
Kallion,Kallion,Knossos,Knossos,1,ESC,12
Kallion,Kallion,Paphos,Paphos,1,ESC,12
Kallion,Kallion,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Kallion,Kallion,Sykea,Sykea,1,ESC,12
Kallion,Kallion,Troia/Ilion,Troia/Ilion,1,ESC,12
Kastro_Tigani,Kastro_Tigani,Knossos,Knossos,1,ESC,12
Kastro_Tigani,Kastro_Tigani,Kourion,Kourion,1,ESC,12
Kastro_Tigani,Kastro_Tigani,Troia/Ilion,Troia/Ilion,1,ESC,12
Kenchreai,Kenchreai,Knossos,Knossos,2,ESC,12
Kenchreai,Kenchreai,Paphos,Paphos,3,ESC,12
Kenchreai,Kenchreai,Samos_(Heraion),Samos_(Heraion),2,ESC,12
Kenchreai,Kenchreai,Sykea,Sykea,1,ESC,12
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,2,ESC,12
Kenchreai,Kenchreai,MS116,MS116,1,ESC,12
Knossos,Knossos,Stobi,Stobi,1,ESC,12
Knossos,Knossos,Paphos,Paphos,2,ESC,12
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),3,ESC,12
Knossos,Knossos,Sykea,Sykea,1,ESC,12
Knossos,Knossos,Troia/Ilion,Troia/Ilion,5,ESC,12
Knossos,Knossos,MS116,MS116,1,ESC,12
Knossos,Knossos,Kourion,Kourion,1,ESC,12
Kourion,Kourion,Troia/Ilion,Troia/Ilion,1,ESC,12
MS116,MS116,Paphos,Paphos,1,ESC,12
MS116,MS116,Samos_(Heraion),Samos_(Heraion),1,ESC,12
MS116,MS116,Troia/Ilion,Troia/Ilion,1,ESC,12
Paphos,Paphos,Samos_(Heraion),Samos_(Heraion),3,ESC,12
Paphos,Paphos,Sykea,Sykea,1,ESC,12
Paphos,Paphos,Troia/Ilion,Troia/Ilion,3,ESC,12
Paphos,Paphos,Stobi,Stobi,1,ESC,12
Paphos,Paphos,Pergamon,Pergamon,1,ESC,12
Pergamon,Pergamon,Troia/Ilion,Troia/Ilion,2,ESC,12
Pergamon,Pergamon,Samos_(Heraion),Samos_(Heraion),1,ESC,12
Samos_(Heraion),Samos_(Heraion),Sykea,Sykea,1,ESC,12
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,4,ESC,12
Stobi,Stobi,Troia/Ilion,Troia/Ilion,1,ESC,12
Sykea,Sykea,Troia/Ilion,Troia/Ilion,1,ESC,12
Tel_Anafa,Tel_Anafa,Troia/Ilion,Troia/Ilion,1,ESC,12
Tanagra,Tanagra,Thasos,Thasos,1,ESC,12
Abdera,Abdera,Aizanoi,Aizanoi,1,ESB,10
Abdera,Abdera,Athens,Athens,1,ESB,10
Abdera,Abdera,Corinth,Corinth,1,ESB,10
Abdera,Abdera,Delos,Delos,1,ESB,10
Abdera,Abdera,Ephesos,Ephesos,1,ESB,10
Abdera,Abdera,Petra,Petra,1,ESB,10
Abdera,Abdera,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Abdera,Abdera,Troia/Ilion,Troia/Ilion,1,ESB,10
Aizanoi,Aizanoi,Athens,Athens,3,ESB,10
Aizanoi,Aizanoi,Ephesos,Ephesos,3,ESB,10
Aizanoi,Aizanoi,Priene,Priene,2,ESB,10
Aizanoi,Aizanoi,Tarsos,Tarsos,1,ESB,10
Aizanoi,Aizanoi,Corinth,Corinth,2,ESB,10
Aizanoi,Aizanoi,Delos,Delos,1,ESB,10
Aizanoi,Aizanoi,Petra,Petra,1,ESB,10
Aizanoi,Aizanoi,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Aizanoi,Aizanoi,Troia/Ilion,Troia/Ilion,1,ESB,10
Aizanoi,Aizanoi,Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,1,ESB,10
Aizanoi,Aizanoi,Knossos,Knossos,1,ESB,10
Alexandreia,Alexandreia,Berenike,Berenike,1,ESB,10
Alexandreia,Alexandreia,Corinth,Corinth,1,ESB,10
Alexandreia,Alexandreia,Ephesos,Ephesos,2,ESB,10
Alexandreia,Alexandreia,Eretria,Eretria,1,ESB,10
Alexandreia,Alexandreia,Knossos,Knossos,1,ESB,10
Alexandreia,Alexandreia,Myos_Hormos,Myos_Hormos,1,ESB,10
Alexandreia,Alexandreia,Olympia,Olympia,1,ESB,10
Alexandreia,Alexandreia,Athens,Athens,1,ESB,10
Alexandreia,Alexandreia,Kenchreai,Kenchreai,1,ESB,10
Alexandreia,Alexandreia,Priene,Priene,1,ESB,10
Alexandreia,Alexandreia,Tel_Anafa,Tel_Anafa,1,ESB,10
Alexandreia,Alexandreia,Troia/Ilion,Troia/Ilion,1,ESB,10
Amorion,Amorion,Assos,Assos,1,ESB,10
Amorion,Amorion,Ephesos,Ephesos,1,ESB,10
Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,Athens,Athens,1,ESB,10
Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,Corinth,Corinth,1,ESB,10
Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,Ephesos,Ephesos,1,ESB,10
Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,Knossos,Knossos,1,ESB,10
Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,Priene,Priene,1,ESB,10
Assos,Assos,Corinth,Corinth,2,ESB,10
Assos,Assos,Kenchreai,Kenchreai,1,ESB,10
Assos,Assos,Meroe,Meroe,1,ESB,10
Assos,Assos,Myos_Hormos,Myos_Hormos,1,ESB,10
Assos,Assos,Ephesos,Ephesos,2,ESB,10
Athens,Athens,Ephesos,Ephesos,6,ESB,10
Athens,Athens,Priene,Priene,5,ESB,10
Athens,Athens,Knossos,Knossos,2,ESB,10
Athens,Athens,Tarsos,Tarsos,1,ESB,10
Athens,Athens,Corinth,Corinth,3,ESB,10
Athens,Athens,Delos,Delos,1,ESB,10
Athens,Athens,Petra,Petra,1,ESB,10
Athens,Athens,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Athens,Athens,Troia/Ilion,Troia/Ilion,2,ESB,10
Athens,Athens,Kenchreai,Kenchreai,1,ESB,10
Athens,Athens,Tel_Anafa,Tel_Anafa,1,ESB,10
Berenike,Berenike,Corinth,Corinth,1,ESB,10
Berenike,Berenike,Ephesos,Ephesos,1,ESB,10
Berenike,Berenike,Eretria,Eretria,1,ESB,10
Berenike,Berenike,Knossos,Knossos,1,ESB,10
Berenike,Berenike,Myos_Hormos,Myos_Hormos,1,ESB,10
Berenike,Berenike,Olympia,Olympia,1,ESB,10
Berenike,Berenike,Jerusalem,Jerusalem,1,ESB,10
Corinth,Corinth,Kenchreai,Kenchreai,1,ESB,10
Corinth,Corinth,Meroe,Meroe,1,ESB,10
Corinth,Corinth,Myos_Hormos,Myos_Hormos,2,ESB,10
Corinth,Corinth,Ephesos,Ephesos,5,ESB,10
Corinth,Corinth,Eretria,Eretria,1,ESB,10
Corinth,Corinth,Knossos,Knossos,2,ESB,10
Corinth,Corinth,Olympia,Olympia,1,ESB,10
Corinth,Corinth,Delos,Delos,1,ESB,10
Corinth,Corinth,Petra,Petra,1,ESB,10
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Corinth,Corinth,Troia/Ilion,Troia/Ilion,1,ESB,10
Corinth,Corinth,Priene,Priene,2,ESB,10
Delos,Delos,Ephesos,Ephesos,1,ESB,10
Delos,Delos,Petra,Petra,1,ESB,10
Delos,Delos,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Delos,Delos,Troia/Ilion,Troia/Ilion,1,ESB,10
Ephesos,Ephesos,Priene,Priene,5,ESB,10
Ephesos,Ephesos,Tarsos,Tarsos,1,ESB,10
Ephesos,Ephesos,Eretria,Eretria,1,ESB,10
Ephesos,Ephesos,Knossos,Knossos,2,ESB,10
Ephesos,Ephesos,Myos_Hormos,Myos_Hormos,1,ESB,10
Ephesos,Ephesos,Olympia,Olympia,1,ESB,10
Ephesos,Ephesos,Petra,Petra,1,ESB,10
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Ephesos,Ephesos,Troia/Ilion,Troia/Ilion,2,ESB,10
Ephesos,Ephesos,Kenchreai,Kenchreai,1,ESB,10
Ephesos,Ephesos,Tel_Anafa,Tel_Anafa,1,ESB,10
Eretria,Eretria,Knossos,Knossos,1,ESB,10
Eretria,Eretria,Myos_Hormos,Myos_Hormos,1,ESB,10
Eretria,Eretria,Olympia,Olympia,1,ESB,10
Kenchreai,Kenchreai,Meroe,Meroe,1,ESB,10
Kenchreai,Kenchreai,Myos_Hormos,Myos_Hormos,1,ESB,10
Kenchreai,Kenchreai,Priene,Priene,1,ESB,10
Kenchreai,Kenchreai,Tel_Anafa,Tel_Anafa,1,ESB,10
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,1,ESB,10
Knossos,Knossos,Myos_Hormos,Myos_Hormos,1,ESB,10
Knossos,Knossos,Olympia,Olympia,1,ESB,10
Knossos,Knossos,Priene,Priene,1,ESB,10
Meroe,Meroe,Myos_Hormos,Myos_Hormos,1,ESB,10
Myos_Hormos,Myos_Hormos,Olympia,Olympia,1,ESB,10
Petra,Petra,Samos_(Heraion),Samos_(Heraion),1,ESB,10
Petra,Petra,Troia/Ilion,Troia/Ilion,1,ESB,10
Priene,Priene,Tarsos,Tarsos,1,ESB,10
Priene,Priene,Tel_Anafa,Tel_Anafa,1,ESB,10
Priene,Priene,Troia/Ilion,Troia/Ilion,1,ESB,10
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,1,ESB,10
Tel_Anafa,Tel_Anafa,Troia/Ilion,Troia/Ilion,1,ESB,10
Aizanoi,Aizanoi,Corinth,Corinth,2,ESB,11
Aizanoi,Aizanoi,Ephesos,Ephesos,4,ESB,11
Aizanoi,Aizanoi,Paphos,Paphos,1,ESB,11
Aizanoi,Aizanoi,Alexandreia,Alexandreia,2,ESB,11
Aizanoi,Aizanoi,Berenike,Berenike,1,ESB,11
Aizanoi,Aizanoi,Gebel_Barkal,Gebel_Barkal,1,ESB,11
Aizanoi,Aizanoi,Iasos,Iasos,1,ESB,11
Aizanoi,Aizanoi,Knossos,Knossos,2,ESB,11
Aizanoi,Aizanoi,Priene,Priene,2,ESB,11
Aizanoi,Aizanoi,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Aizanoi,Aizanoi,Assos,Assos,1,ESB,11
Aizanoi,Aizanoi,Athens,Athens,1,ESB,11
Aizanoi,Aizanoi,Berenice,Berenice,1,ESB,11
Aizanoi,Aizanoi,Jerusalem,Jerusalem,1,ESB,11
Aizanoi,Aizanoi,Kenchreai,Kenchreai,1,ESB,11
Aizanoi,Aizanoi,Myos_Hormos,Myos_Hormos,1,ESB,11
Aizanoi,Aizanoi,Sumhuram,Sumhuram,1,ESB,11
Alexandreia,Alexandreia,Berenike,Berenike,1,ESB,11
Alexandreia,Alexandreia,Corinth,Corinth,2,ESB,11
Alexandreia,Alexandreia,Ephesos,Ephesos,4,ESB,11
Alexandreia,Alexandreia,Gebel_Barkal,Gebel_Barkal,1,ESB,11
Alexandreia,Alexandreia,Iasos,Iasos,1,ESB,11
Alexandreia,Alexandreia,Knossos,Knossos,3,ESB,11
Alexandreia,Alexandreia,Priene,Priene,1,ESB,11
Alexandreia,Alexandreia,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Alexandreia,Alexandreia,Paphos,Paphos,1,ESB,11
Alexandreia,Alexandreia,Assos,Assos,2,ESB,11
Alexandreia,Alexandreia,Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,1,ESB,11
Alexandreia,Alexandreia,Athens,Athens,1,ESB,11
Alexandreia,Alexandreia,Berenice,Berenice,1,ESB,11
Alexandreia,Alexandreia,Pylos,Pylos,1,ESB,11
Amorion,Amorion,Ephesos,Ephesos,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Ephesos,Ephesos,2,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Iasos,Iasos,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Kenchreai,Kenchreai,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Knossos,Knossos,2,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Labraunda,Labraunda,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Priene,Priene,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Stobi,Stobi,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Tarsos,Tarsos,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Assos,Assos,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Athens,Athens,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Berenice,Berenice,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Corinth,Corinth,1,ESB,11
Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,Pylos,Pylos,1,ESB,11
Apollo_Smintheion,Apollo_Smintheion,Athens,Athens,1,ESB,11
Apollo_Smintheion,Apollo_Smintheion,Berenice,Berenice,1,ESB,11
Apollo_Smintheion,Apollo_Smintheion,Ephesos,Ephesos,1,ESB,11
Assos,Assos,Athens,Athens,3,ESB,11
Assos,Assos,Corinth,Corinth,2,ESB,11
Assos,Assos,Ed-Dur,Ed-Dur,1,ESB,11
Assos,Assos,Ephesos,Ephesos,4,ESB,11
Assos,Assos,Knossos,Knossos,3,ESB,11
Assos,Assos,Priene,Priene,1,ESB,11
Assos,Assos,Berenice,Berenice,1,ESB,11
Assos,Assos,Pylos,Pylos,1,ESB,11
Assos,Assos,Iasos,Iasos,1,ESB,11
Athens,Athens,Berenice,Berenice,3,ESB,11
Athens,Athens,Ephesos,Ephesos,8,ESB,11
Athens,Athens,Corinth,Corinth,5,ESB,11
Athens,Athens,Knossos,Knossos,6,ESB,11
Athens,Athens,Labraunda,Labraunda,2,ESB,11
Athens,Athens,Paphos,Paphos,1,ESB,11
Athens,Athens,Priene,Priene,5,ESB,11
Athens,Athens,Ed-Dur,Ed-Dur,1,ESB,11
Athens,Athens,Axum,Axum,1,ESB,11
Athens,Athens,Berenike,Berenike,1,ESB,11
Athens,Athens,Myos_Hormos,Myos_Hormos,2,ESB,11
Athens,Athens,Jerusalem,Jerusalem,1,ESB,11
Athens,Athens,Kenchreai,Kenchreai,1,ESB,11
Athens,Athens,Sumhuram,Sumhuram,1,ESB,11
Athens,Athens,Pylos,Pylos,1,ESB,11
Athens,Athens,Iasos,Iasos,1,ESB,11
Axum,Axum,Berenike,Berenike,1,ESB,11
Axum,Axum,Corinth,Corinth,1,ESB,11
Axum,Axum,Ephesos,Ephesos,1,ESB,11
Axum,Axum,Knossos,Knossos,1,ESB,11
Axum,Axum,Labraunda,Labraunda,1,ESB,11
Axum,Axum,Myos_Hormos,Myos_Hormos,1,ESB,11
Axum,Axum,Priene,Priene,1,ESB,11
Berenice,Berenice,Ephesos,Ephesos,3,ESB,11
Berenice,Berenice,Jerusalem,Jerusalem,1,ESB,11
Berenice,Berenice,Kenchreai,Kenchreai,1,ESB,11
Berenice,Berenice,Knossos,Knossos,2,ESB,11
Berenice,Berenice,Myos_Hormos,Myos_Hormos,1,ESB,11
Berenice,Berenice,Priene,Priene,1,ESB,11
Berenice,Berenice,Sumhuram,Sumhuram,1,ESB,11
Berenice,Berenice,Corinth,Corinth,1,ESB,11
Berenice,Berenice,Pylos,Pylos,1,ESB,11
Berenike,Berenike,Jerusalem,Jerusalem,1,ESB,11
Berenike,Berenike,Corinth,Corinth,2,ESB,11
Berenike,Berenike,Ephesos,Ephesos,2,ESB,11
Berenike,Berenike,Gebel_Barkal,Gebel_Barkal,1,ESB,11
Berenike,Berenike,Iasos,Iasos,1,ESB,11
Berenike,Berenike,Knossos,Knossos,2,ESB,11
Berenike,Berenike,Priene,Priene,2,ESB,11
Berenike,Berenike,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Berenike,Berenike,Labraunda,Labraunda,1,ESB,11
Berenike,Berenike,Myos_Hormos,Myos_Hormos,1,ESB,11
Corinth,Corinth,Ephesos,Ephesos,10,ESB,11
Corinth,Corinth,Paphos,Paphos,3,ESB,11
Corinth,Corinth,Knossos,Knossos,6,ESB,11
Corinth,Corinth,Labraunda,Labraunda,3,ESB,11
Corinth,Corinth,Priene,Priene,5,ESB,11
Corinth,Corinth,Gebel_Barkal,Gebel_Barkal,1,ESB,11
Corinth,Corinth,Iasos,Iasos,1,ESB,11
Corinth,Corinth,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Corinth,Corinth,Ed-Dur,Ed-Dur,1,ESB,11
Corinth,Corinth,Myos_Hormos,Myos_Hormos,1,ESB,11
Corinth,Corinth,Gortyn,Gortyn,1,ESB,11
Corinth,Corinth,Oboda,Oboda,1,ESB,11
Corinth,Corinth,Pylos,Pylos,1,ESB,11
Ed-Dur,Ed-Dur,Ephesos,Ephesos,1,ESB,11
Ed-Dur,Ed-Dur,Knossos,Knossos,1,ESB,11
Ed-Dur,Ed-Dur,Priene,Priene,1,ESB,11
Ephesos,Ephesos,Paphos,Paphos,4,ESB,11
Ephesos,Ephesos,Pergamon,Pergamon,1,ESB,11
Ephesos,Ephesos,Priene,Priene,8,ESB,11
Ephesos,Ephesos,Knossos,Knossos,10,ESB,11
Ephesos,Ephesos,Labraunda,Labraunda,4,ESB,11
Ephesos,Ephesos,Gebel_Barkal,Gebel_Barkal,1,ESB,11
Ephesos,Ephesos,Iasos,Iasos,3,ESB,11
Ephesos,Ephesos,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Ephesos,Ephesos,Kenchreai,Kenchreai,2,ESB,11
Ephesos,Ephesos,Stobi,Stobi,1,ESB,11
Ephesos,Ephesos,Tarsos,Tarsos,1,ESB,11
Ephesos,Ephesos,Myos_Hormos,Myos_Hormos,2,ESB,11
Ephesos,Ephesos,Gortyn,Gortyn,1,ESB,11
Ephesos,Ephesos,Oboda,Oboda,1,ESB,11
Ephesos,Ephesos,Jerusalem,Jerusalem,1,ESB,11
Ephesos,Ephesos,Sumhuram,Sumhuram,1,ESB,11
Ephesos,Ephesos,Pylos,Pylos,1,ESB,11
Gebel_Barkal,Gebel_Barkal,Iasos,Iasos,1,ESB,11
Gebel_Barkal,Gebel_Barkal,Knossos,Knossos,1,ESB,11
Gebel_Barkal,Gebel_Barkal,Priene,Priene,1,ESB,11
Gebel_Barkal,Gebel_Barkal,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Gortyn,Gortyn,Knossos,Knossos,1,ESB,11
Gortyn,Gortyn,Labraunda,Labraunda,1,ESB,11
Gortyn,Gortyn,Oboda,Oboda,1,ESB,11
Iasos,Iasos,Knossos,Knossos,3,ESB,11
Iasos,Iasos,Priene,Priene,2,ESB,11
Iasos,Iasos,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Iasos,Iasos,Kenchreai,Kenchreai,1,ESB,11
Iasos,Iasos,Labraunda,Labraunda,1,ESB,11
Iasos,Iasos,Stobi,Stobi,1,ESB,11
Iasos,Iasos,Tarsos,Tarsos,1,ESB,11
Jerusalem,Jerusalem,Kenchreai,Kenchreai,1,ESB,11
Jerusalem,Jerusalem,Knossos,Knossos,1,ESB,11
Jerusalem,Jerusalem,Myos_Hormos,Myos_Hormos,1,ESB,11
Jerusalem,Jerusalem,Priene,Priene,1,ESB,11
Jerusalem,Jerusalem,Sumhuram,Sumhuram,1,ESB,11
Kenchreai,Kenchreai,Knossos,Knossos,2,ESB,11
Kenchreai,Kenchreai,Labraunda,Labraunda,1,ESB,11
Kenchreai,Kenchreai,Priene,Priene,2,ESB,11
Kenchreai,Kenchreai,Stobi,Stobi,1,ESB,11
Kenchreai,Kenchreai,Tarsos,Tarsos,1,ESB,11
Kenchreai,Kenchreai,Myos_Hormos,Myos_Hormos,1,ESB,11
Kenchreai,Kenchreai,Sumhuram,Sumhuram,1,ESB,11
Knossos,Knossos,Myos_Hormos,Myos_Hormos,3,ESB,11
Knossos,Knossos,Labraunda,Labraunda,4,ESB,11
Knossos,Knossos,Paphos,Paphos,2,ESB,11
Knossos,Knossos,Priene,Priene,6,ESB,11
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Knossos,Knossos,Stobi,Stobi,1,ESB,11
Knossos,Knossos,Tarsos,Tarsos,1,ESB,11
Knossos,Knossos,Oboda,Oboda,1,ESB,11
Knossos,Knossos,Sumhuram,Sumhuram,1,ESB,11
Knossos,Knossos,Pylos,Pylos,1,ESB,11
Labraunda,Labraunda,Paphos,Paphos,1,ESB,11
Labraunda,Labraunda,Priene,Priene,3,ESB,11
Labraunda,Labraunda,Stobi,Stobi,1,ESB,11
Labraunda,Labraunda,Tarsos,Tarsos,1,ESB,11
Labraunda,Labraunda,Myos_Hormos,Myos_Hormos,1,ESB,11
Labraunda,Labraunda,Oboda,Oboda,1,ESB,11
Myos_Hormos,Myos_Hormos,Priene,Priene,2,ESB,11
Myos_Hormos,Myos_Hormos,Sumhuram,Sumhuram,1,ESB,11
Paphos,Paphos,Priene,Priene,1,ESB,11
Pergamon,Pergamon,Priene,Priene,1,ESB,11
Priene,Priene,Samos_(Heraion),Samos_(Heraion),1,ESB,11
Priene,Priene,Stobi,Stobi,1,ESB,11
Priene,Priene,Tarsos,Tarsos,1,ESB,11
Priene,Priene,Sumhuram,Sumhuram,1,ESB,11
Stobi,Stobi,Tarsos,Tarsos,1,ESB,11
Abdera,Abdera,Altinum,Altinum,2,ESB,12
Abdera,Abdera,Amathous,Amathous,1,ESB,12
Abdera,Abdera,Amygdalea,Amygdalea,1,ESB,12
Abdera,Abdera,Anemorion,Anemorion,1,ESB,12
Abdera,Abdera,Antiocheia_ad_Orontem,Antiocheia_ad_Orontem,1,ESB,12
Abdera,Abdera,Apollo_Smintheion,Apollo_Smintheion,2,ESB,12
Abdera,Abdera,Argos,Argos,1,ESB,12
Abdera,Abdera,Assos,Assos,2,ESB,12
Abdera,Abdera,Athens,Athens,3,ESB,12
Abdera,Abdera,Ayios_Philon,Ayios_Philon,1,ESB,12
Abdera,Abdera,Berenice,Berenice,2,ESB,12
Abdera,Abdera,Corinth,Corinth,2,ESB,12
Abdera,Abdera,Emporio,Emporio,1,ESB,12
Abdera,Abdera,Ephesos,Ephesos,2,ESB,12
Abdera,Abdera,Eretria,Eretria,2,ESB,12
Abdera,Abdera,Gortyn,Gortyn,2,ESB,12
Abdera,Abdera,Isthmia,Isthmia,1,ESB,12
Abdera,Abdera,Kastro_Tigani,Kastro_Tigani,1,ESB,12
Abdera,Abdera,Knossos,Knossos,3,ESB,12
Abdera,Abdera,Kourion,Kourion,1,ESB,12
Abdera,Abdera,Kythera,Kythera,1,ESB,12
Abdera,Abdera,Labraunda,Labraunda,2,ESB,12
Abdera,Abdera,Nikopolis,Nikopolis,1,ESB,12
Abdera,Abdera,Paphos,Paphos,2,ESB,12
Abdera,Abdera,Petra,Petra,1,ESB,12
Abdera,Abdera,Samos_(Heraion),Samos_(Heraion),2,ESB,12
Abdera,Abdera,Siphnos,Siphnos,2,ESB,12
Abdera,Abdera,Sparta,Sparta,1,ESB,12
Abdera,Abdera,Stobi,Stobi,2,ESB,12
Abdera,Abdera,Tanagra,Tanagra,1,ESB,12
Abdera,Abdera,Troia/Ilion,Troia/Ilion,1,ESB,12
Abdera,Abdera,Amphipolis,Amphipolis,1,ESB,12
Abdera,Abdera,Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,1,ESB,12
Abdera,Abdera,Berenike,Berenike,1,ESB,12
Abdera,Abdera,Kenchreai,Kenchreai,1,ESB,12
Abdera,Abdera,Kommos,Kommos,1,ESB,12
Abdera,Abdera,Olympia,Olympia,1,ESB,12
Abdera,Abdera,Tarsos,Tarsos,1,ESB,12
Abdera,Abdera,Tenos,Tenos,1,ESB,12
Abdera,Abdera,Thasos,Thasos,1,ESB,12
Abdera,Abdera,MS010,MS010,1,ESB,12
Aizanoi,Aizanoi,Corinth,Corinth,2,ESB,12
Aizanoi,Aizanoi,Ephesos,Ephesos,3,ESB,12
Aizanoi,Aizanoi,Paphos,Paphos,2,ESB,12
Aizanoi,Aizanoi,Alexandreia,Alexandreia,1,ESB,12
Aizanoi,Aizanoi,Assos,Assos,2,ESB,12
Aizanoi,Aizanoi,Altinum,Altinum,1,ESB,12
Aizanoi,Aizanoi,Amorion,Amorion,1,ESB,12
Aizanoi,Aizanoi,Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,1,ESB,12
Aizanoi,Aizanoi,Apollo_Smintheion,Apollo_Smintheion,1,ESB,12
Aizanoi,Aizanoi,Athens,Athens,1,ESB,12
Aizanoi,Aizanoi,Didyma,Didyma,1,ESB,12
Aizanoi,Aizanoi,Gortyn,Gortyn,1,ESB,12
Aizanoi,Aizanoi,Isthmia,Isthmia,1,ESB,12
Aizanoi,Aizanoi,Kastro_Tigani,Kastro_Tigani,1,ESB,12
Aizanoi,Aizanoi,Kenchreai,Kenchreai,1,ESB,12
Aizanoi,Aizanoi,Knossos,Knossos,1,ESB,12
Aizanoi,Aizanoi,Kourion,Kourion,1,ESB,12
Aizanoi,Aizanoi,Labraunda,Labraunda,1,ESB,12
Aizanoi,Aizanoi,Samos_(Heraion),Samos_(Heraion),1,ESB,12
Aizanoi,Aizanoi,Stobi,Stobi,1,ESB,12
Aizanoi,Aizanoi,Tenos,Tenos,1,ESB,12
Aizanoi,Aizanoi,Troia/Ilion,Troia/Ilion,1,ESB,12
Alexandreia,Alexandreia,Ephesos,Ephesos,3,ESB,12
Alexandreia,Alexandreia,Knossos,Knossos,2,ESB,12
Alexandreia,Alexandreia,Paphos,Paphos,1,ESB,12
Alexandreia,Alexandreia,Assos,Assos,2,ESB,12
Alexandreia,Alexandreia,Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,1,ESB,12
Alexandreia,Alexandreia,Athens,Athens,1,ESB,12
Alexandreia,Alexandreia,Berenice,Berenice,1,ESB,12
Alexandreia,Alexandreia,Corinth,Corinth,1,ESB,12
Alexandreia,Alexandreia,Pylos,Pylos,1,ESB,12
Altinum,Altinum,Amorion,Amorion,2,ESB,12
Altinum,Altinum,Antiocheia_ad_Pisidiam,Antiocheia_ad_Pisidiam,2,ESB,12
Altinum,Altinum,Apollo_Smintheion,Apollo_Smintheion,2,ESB,12
Altinum,Altinum,Assos,Assos,3,ESB,12
Altinum,Altinum,Athens,Athens,5,ESB,12
Altinum,Altinum,Corinth,Corinth,5,ESB,12
Altinum,Altinum,Didyma,Didyma,1,ESB,12
Altinum,Altinum,Ephesos,Ephesos,5,ESB,12
Altinum,Altinum,Gortyn,Gortyn,3,ESB,12
Altinum,Altinum,Isthmia,Isthmia,2,ESB,12
Altinum,Altinum,Kastro_Tigani,Kastro_Tigani,2,ESB,12
Altinum,Altinum,Kenchreai,Kenchreai,2,ESB,12
Altinum,Altinum,Knossos,Knossos,4,ESB,12
Altinum,Altinum,Kourion,Kourion,2,ESB,12
Altinum,Altinum,Labraunda,Labraunda,3,ESB,12
Altinum,Altinum,Paphos,Paphos,4,ESB,12
Altinum,Altinum,Samos_(Heraion),Samos_(Heraion),3,ESB,12
Altinum,Altinum,Stobi,Stobi,4,ESB,12
Altinum,Altinum,Tenos,Tenos,2,ESB,12
Altinum,Altinum,Troia/Ilion,Troia/Ilion,3,ESB,12
Altinum,Altinum,Amathous,Amathous,1,ESB,12
Altinum,Altinum,Amygdalea,Amygdalea,1,ESB,12
