source_location,target_location
POINT (34.9249653 38.9597594),POINT (1.8883335 46.603354)
POINT (34.9249653 38.9597594),POINT (10.4478313 51.1638175)
POINT (34.9249653 38.9597594),POINT (21.9877132 38.9953683)
POINT (34.9249653 38.9597594),POINT (19.5060937 47.1817585)
POINT (34.9249653 38.9597594),POINT (-7.9794599 52.865196)
POINT (34.9249653 38.9597594),POINT (12.674297 42.6384261)
POINT (34.9249653 38.9597594),POINT (139.2394179 36.5748441)
POINT (34.9249653 38.9597594),POINT (36.941628 31.1667049)
POINT (34.9249653 38.9597594),POINT (6.129799 49.6112768)
POINT (34.9249653 38.9597594),POINT (29.2675469 26.2540493)
POINT (31.2718321 49.4871968),POINT (-3.2765753 54.7023545)
POINT (31.2718321 49.4871968),POINT (-100.445882 39.7837304)
POINT (31.2718321 49.4871968),POINT (7.7718997 48.5949208)
POINT (31.2718321 49.4871968),POINT (72.86236706934388 19.064347750000003)
POINT (31.2718321 49.4871968),POINT (6.159549503621487 49.6323517)
POINT (31.2718321 49.4871968),POINT (39.2925702 -6.8121919)
POINT (31.2718321 49.4871968),POINT (-74.81680214508614 11.0026576)
POINT (31.2718321 49.4871968),POINT (7.764579287532104 48.5362087)
POINT (31.2718321 49.4871968),POINT (80.24437259453944 12.9838992)
POINT (31.2718321 49.4871968),POINT (8.7876653 61.1529386)
POINT (31.2718321 49.4871968),POINT (5.6343227 52.2434979)
POINT (31.2718321 49.4871968),POINT (-87.4529316 40.9463651)
POINT (31.2718321 49.4871968),POINT (102.2656823 4.5693754)
POINT (31.2718321 49.4871968),POINT (102.6224222 17.9744411)
POINT (31.2718321 49.4871968),POINT (19.9999619 41.000028)
POINT (31.2718321 49.4871968),POINT (14.12456 47.59397)
POINT (31.2718321 49.4871968),POINT (4.6667145 50.6402809)
POINT (31.2718321 49.4871968),POINT (17.5961467 44.3053476)
POINT (31.2718321 49.4871968),POINT (25.4856617 42.6073975)
POINT (31.2718321 49.4871968),POINT (-107.991707 61.0666922)
POINT (31.2718321 49.4871968),POINT (104.999927 35.000074)
POINT (31.2718321 49.4871968),POINT (15.6575209 45.3658443)
POINT (31.2718321 49.4871968),POINT (15.3381061 49.7439047)
POINT (31.2718321 49.4871968),POINT (10.3333283 55.670249)
POINT (31.2718321 49.4871968),POINT (21.7168387 41.6171214)
POINT (31.2718321 49.4871968),POINT (25.9209164 63.2467777)
POINT (31.2718321 49.4871968),POINT (1.8883335 46.603354)
POINT (31.2718321 49.4871968),POINT (10.4478313 51.1638175)
POINT (31.2718321 49.4871968),POINT (21.9877132 38.9953683)
POINT (31.2718321 49.4871968),POINT (19.5060937 47.1817585)
POINT (31.2718321 49.4871968),POINT (-7.9794599 52.865196)
POINT (31.2718321 49.4871968),POINT (12.674297 42.6384261)
POINT (31.2718321 49.4871968),POINT (139.2394179 36.5748441)
POINT (31.2718321 49.4871968),POINT (36.941628 31.1667049)
POINT (31.2718321 49.4871968),POINT (6.129799 49.6112768)
POINT (31.2718321 49.4871968),POINT (29.2675469 26.2540493)
POINT (-3.2765753 54.7023545),POINT (-100.445882 39.7837304)
POINT (-3.2765753 54.7023545),POINT (7.7718997 48.5949208)
POINT (-3.2765753 54.7023545),POINT (72.86236706934388 19.064347750000003)
POINT (-3.2765753 54.7023545),POINT (6.159549503621487 49.6323517)
POINT (-3.2765753 54.7023545),POINT (39.2925702 -6.8121919)
POINT (-3.2765753 54.7023545),POINT (-74.81680214508614 11.0026576)
POINT (-3.2765753 54.7023545),POINT (7.764579287532104 48.5362087)
POINT (-3.2765753 54.7023545),POINT (80.24437259453944 12.9838992)
POINT (-3.2765753 54.7023545),POINT (8.7876653 61.1529386)
POINT (-3.2765753 54.7023545),POINT (5.6343227 52.2434979)
POINT (-3.2765753 54.7023545),POINT (-87.4529316 40.9463651)
POINT (-3.2765753 54.7023545),POINT (102.2656823 4.5693754)
POINT (-3.2765753 54.7023545),POINT (102.6224222 17.9744411)
POINT (-3.2765753 54.7023545),POINT (19.9999619 41.000028)
POINT (-3.2765753 54.7023545),POINT (14.12456 47.59397)
POINT (-3.2765753 54.7023545),POINT (4.6667145 50.6402809)
POINT (-3.2765753 54.7023545),POINT (17.5961467 44.3053476)
POINT (-3.2765753 54.7023545),POINT (25.4856617 42.6073975)
POINT (-3.2765753 54.7023545),POINT (-107.991707 61.0666922)
POINT (-3.2765753 54.7023545),POINT (104.999927 35.000074)
POINT (-3.2765753 54.7023545),POINT (15.6575209 45.3658443)
POINT (-3.2765753 54.7023545),POINT (15.3381061 49.7439047)
POINT (-3.2765753 54.7023545),POINT (10.3333283 55.670249)
POINT (-3.2765753 54.7023545),POINT (21.7168387 41.6171214)
POINT (-3.2765753 54.7023545),POINT (25.9209164 63.2467777)
POINT (-3.2765753 54.7023545),POINT (1.8883335 46.603354)
POINT (-3.2765753 54.7023545),POINT (10.4478313 51.1638175)
POINT (-3.2765753 54.7023545),POINT (21.9877132 38.9953683)
POINT (-3.2765753 54.7023545),POINT (19.5060937 47.1817585)
POINT (-3.2765753 54.7023545),POINT (-7.9794599 52.865196)
POINT (-3.2765753 54.7023545),POINT (12.674297 42.6384261)
POINT (-3.2765753 54.7023545),POINT (139.2394179 36.5748441)
POINT (-3.2765753 54.7023545),POINT (36.941628 31.1667049)
POINT (-3.2765753 54.7023545),POINT (6.129799 49.6112768)
POINT (-3.2765753 54.7023545),POINT (29.2675469 26.2540493)
POINT (-100.445882 39.7837304),POINT (7.7718997 48.5949208)
POINT (-100.445882 39.7837304),POINT (72.86236706934388 19.064347750000003)
POINT (-100.445882 39.7837304),POINT (6.159549503621487 49.6323517)
POINT (-100.445882 39.7837304),POINT (39.2925702 -6.8121919)
POINT (-100.445882 39.7837304),POINT (-74.81680214508614 11.0026576)
POINT (-100.445882 39.7837304),POINT (7.764579287532104 48.5362087)
POINT (-100.445882 39.7837304),POINT (80.24437259453944 12.9838992)
POINT (-100.445882 39.7837304),POINT (8.7876653 61.1529386)
POINT (-100.445882 39.7837304),POINT (5.6343227 52.2434979)
POINT (-100.445882 39.7837304),POINT (-87.4529316 40.9463651)
POINT (-100.445882 39.7837304),POINT (102.2656823 4.5693754)
POINT (-100.445882 39.7837304),POINT (102.6224222 17.9744411)
POINT (-100.445882 39.7837304),POINT (19.9999619 41.000028)
POINT (-100.445882 39.7837304),POINT (14.12456 47.59397)
POINT (-100.445882 39.7837304),POINT (4.6667145 50.6402809)
POINT (-100.445882 39.7837304),POINT (17.5961467 44.3053476)
POINT (-100.445882 39.7837304),POINT (25.4856617 42.6073975)
POINT (-100.445882 39.7837304),POINT (-107.991707 61.0666922)
POINT (-100.445882 39.7837304),POINT (104.999927 35.000074)
POINT (-100.445882 39.7837304),POINT (15.6575209 45.3658443)
POINT (-100.445882 39.7837304),POINT (15.3381061 49.7439047)
POINT (-100.445882 39.7837304),POINT (10.3333283 55.670249)
POINT (-100.445882 39.7837304),POINT (21.7168387 41.6171214)
POINT (-100.445882 39.7837304),POINT (25.9209164 63.2467777)
POINT (-100.445882 39.7837304),POINT (1.8883335 46.603354)
POINT (-100.445882 39.7837304),POINT (10.4478313 51.1638175)
POINT (-100.445882 39.7837304),POINT (21.9877132 38.9953683)
POINT (-100.445882 39.7837304),POINT (19.5060937 47.1817585)
POINT (-100.445882 39.7837304),POINT (-7.9794599 52.865196)
POINT (-100.445882 39.7837304),POINT (12.674297 42.6384261)
POINT (-100.445882 39.7837304),POINT (139.2394179 36.5748441)
POINT (-100.445882 39.7837304),POINT (36.941628 31.1667049)
POINT (-100.445882 39.7837304),POINT (6.129799 49.6112768)
POINT (-100.445882 39.7837304),POINT (29.2675469 26.2540493)
POINT (7.7718997 48.5949208),POINT (72.86236706934388 19.064347750000003)
POINT (7.7718997 48.5949208),POINT (6.159549503621487 49.6323517)
POINT (7.7718997 48.5949208),POINT (39.2925702 -6.8121919)
POINT (7.7718997 48.5949208),POINT (-74.81680214508614 11.0026576)
POINT (7.7718997 48.5949208),POINT (7.764579287532104 48.5362087)
POINT (7.7718997 48.5949208),POINT (80.24437259453944 12.9838992)
POINT (7.7718997 48.5949208),POINT (8.7876653 61.1529386)
POINT (7.7718997 48.5949208),POINT (5.6343227 52.2434979)
POINT (7.7718997 48.5949208),POINT (-87.4529316 40.9463651)
POINT (7.7718997 48.5949208),POINT (102.2656823 4.5693754)
POINT (7.7718997 48.5949208),POINT (102.6224222 17.9744411)
POINT (7.7718997 48.5949208),POINT (19.9999619 41.000028)
POINT (7.7718997 48.5949208),POINT (14.12456 47.59397)
POINT (7.7718997 48.5949208),POINT (4.6667145 50.6402809)
POINT (7.7718997 48.5949208),POINT (17.5961467 44.3053476)
POINT (7.7718997 48.5949208),POINT (25.4856617 42.6073975)
POINT (7.7718997 48.5949208),POINT (-107.991707 61.0666922)
POINT (7.7718997 48.5949208),POINT (104.999927 35.000074)
POINT (7.7718997 48.5949208),POINT (15.6575209 45.3658443)
POINT (7.7718997 48.5949208),POINT (15.3381061 49.7439047)
POINT (7.7718997 48.5949208),POINT (10.3333283 55.670249)
POINT (7.7718997 48.5949208),POINT (21.7168387 41.6171214)
POINT (7.7718997 48.5949208),POINT (25.9209164 63.2467777)
POINT (7.7718997 48.5949208),POINT (1.8883335 46.603354)
POINT (7.7718997 48.5949208),POINT (10.4478313 51.1638175)
POINT (7.7718997 48.5949208),POINT (21.9877132 38.9953683)
POINT (7.7718997 48.5949208),POINT (19.5060937 47.1817585)
POINT (7.7718997 48.5949208),POINT (-7.9794599 52.865196)
POINT (7.7718997 48.5949208),POINT (12.674297 42.6384261)
POINT (7.7718997 48.5949208),POINT (139.2394179 36.5748441)
POINT (7.7718997 48.5949208),POINT (36.941628 31.1667049)
POINT (7.7718997 48.5949208),POINT (6.129799 49.6112768)
POINT (7.7718997 48.5949208),POINT (29.2675469 26.2540493)
POINT (72.86236706934388 19.064347750000003),POINT (6.159549503621487 49.6323517)
POINT (72.86236706934388 19.064347750000003),POINT (39.2925702 -6.8121919)
POINT (72.86236706934388 19.064347750000003),POINT (-74.81680214508614 11.0026576)
POINT (72.86236706934388 19.064347750000003),POINT (7.764579287532104 48.5362087)
POINT (72.86236706934388 19.064347750000003),POINT (80.24437259453944 12.9838992)
POINT (72.86236706934388 19.064347750000003),POINT (8.7876653 61.1529386)
POINT (72.86236706934388 19.064347750000003),POINT (5.6343227 52.2434979)
POINT (72.86236706934388 19.064347750000003),POINT (-87.4529316 40.9463651)
POINT (72.86236706934388 19.064347750000003),POINT (102.2656823 4.5693754)
POINT (72.86236706934388 19.064347750000003),POINT (102.6224222 17.9744411)
POINT (72.86236706934388 19.064347750000003),POINT (19.9999619 41.000028)
POINT (72.86236706934388 19.064347750000003),POINT (14.12456 47.59397)
POINT (72.86236706934388 19.064347750000003),POINT (4.6667145 50.6402809)
POINT (72.86236706934388 19.064347750000003),POINT (17.5961467 44.3053476)
POINT (72.86236706934388 19.064347750000003),POINT (25.4856617 42.6073975)
POINT (72.86236706934388 19.064347750000003),POINT (-107.991707 61.0666922)
POINT (72.86236706934388 19.064347750000003),POINT (104.999927 35.000074)
POINT (72.86236706934388 19.064347750000003),POINT (15.6575209 45.3658443)
POINT (72.86236706934388 19.064347750000003),POINT (15.3381061 49.7439047)
POINT (72.86236706934388 19.064347750000003),POINT (10.3333283 55.670249)
POINT (72.86236706934388 19.064347750000003),POINT (21.7168387 41.6171214)
POINT (72.86236706934388 19.064347750000003),POINT (25.9209164 63.2467777)
POINT (72.86236706934388 19.064347750000003),POINT (1.8883335 46.603354)
POINT (72.86236706934388 19.064347750000003),POINT (10.4478313 51.1638175)
POINT (72.86236706934388 19.064347750000003),POINT (21.9877132 38.9953683)
POINT (72.86236706934388 19.064347750000003),POINT (19.5060937 47.1817585)
POINT (72.86236706934388 19.064347750000003),POINT (-7.9794599 52.865196)
POINT (72.86236706934388 19.064347750000003),POINT (12.674297 42.6384261)
POINT (72.86236706934388 19.064347750000003),POINT (139.2394179 36.5748441)
POINT (72.86236706934388 19.064347750000003),POINT (36.941628 31.1667049)
POINT (72.86236706934388 19.064347750000003),POINT (6.129799 49.6112768)
POINT (72.86236706934388 19.064347750000003),POINT (29.2675469 26.2540493)
POINT (6.159549503621487 49.6323517),POINT (39.2925702 -6.8121919)
POINT (6.159549503621487 49.6323517),POINT (-74.81680214508614 11.0026576)
POINT (6.159549503621487 49.6323517),POINT (7.764579287532104 48.5362087)
POINT (6.159549503621487 49.6323517),POINT (80.24437259453944 12.9838992)
POINT (6.159549503621487 49.6323517),POINT (8.7876653 61.1529386)
POINT (6.159549503621487 49.6323517),POINT (5.6343227 52.2434979)
POINT (6.159549503621487 49.6323517),POINT (-87.4529316 40.9463651)
POINT (6.159549503621487 49.6323517),POINT (102.2656823 4.5693754)
POINT (6.159549503621487 49.6323517),POINT (102.6224222 17.9744411)
POINT (6.159549503621487 49.6323517),POINT (19.9999619 41.000028)
POINT (6.159549503621487 49.6323517),POINT (14.12456 47.59397)
POINT (6.159549503621487 49.6323517),POINT (4.6667145 50.6402809)
POINT (6.159549503621487 49.6323517),POINT (17.5961467 44.3053476)
POINT (6.159549503621487 49.6323517),POINT (25.4856617 42.6073975)
POINT (6.159549503621487 49.6323517),POINT (-107.991707 61.0666922)
POINT (6.159549503621487 49.6323517),POINT (104.999927 35.000074)
POINT (6.159549503621487 49.6323517),POINT (15.6575209 45.3658443)
POINT (6.159549503621487 49.6323517),POINT (15.3381061 49.7439047)
POINT (6.159549503621487 49.6323517),POINT (10.3333283 55.670249)
POINT (6.159549503621487 49.6323517),POINT (21.7168387 41.6171214)
POINT (6.159549503621487 49.6323517),POINT (25.9209164 63.2467777)
POINT (6.159549503621487 49.6323517),POINT (1.8883335 46.603354)
POINT (6.159549503621487 49.6323517),POINT (10.4478313 51.1638175)
POINT (6.159549503621487 49.6323517),POINT (21.9877132 38.9953683)
POINT (6.159549503621487 49.6323517),POINT (19.5060937 47.1817585)
POINT (6.159549503621487 49.6323517),POINT (-7.9794599 52.865196)
POINT (6.159549503621487 49.6323517),POINT (12.674297 42.6384261)
POINT (6.159549503621487 49.6323517),POINT (139.2394179 36.5748441)
POINT (6.159549503621487 49.6323517),POINT (36.941628 31.1667049)
POINT (6.159549503621487 49.6323517),POINT (6.129799 49.6112768)
POINT (6.159549503621487 49.6323517),POINT (29.2675469 26.2540493)
POINT (39.2925702 -6.8121919),POINT (-74.81680214508614 11.0026576)
POINT (39.2925702 -6.8121919),POINT (7.764579287532104 48.5362087)
POINT (39.2925702 -6.8121919),POINT (80.24437259453944 12.9838992)
POINT (39.2925702 -6.8121919),POINT (8.7876653 61.1529386)
POINT (39.2925702 -6.8121919),POINT (5.6343227 52.2434979)
POINT (39.2925702 -6.8121919),POINT (-87.4529316 40.9463651)
POINT (39.2925702 -6.8121919),POINT (102.2656823 4.5693754)
POINT (39.2925702 -6.8121919),POINT (102.6224222 17.9744411)
POINT (39.2925702 -6.8121919),POINT (19.9999619 41.000028)
POINT (39.2925702 -6.8121919),POINT (14.12456 47.59397)
POINT (39.2925702 -6.8121919),POINT (4.6667145 50.6402809)
POINT (39.2925702 -6.8121919),POINT (17.5961467 44.3053476)
POINT (39.2925702 -6.8121919),POINT (25.4856617 42.6073975)
POINT (39.2925702 -6.8121919),POINT (-107.991707 61.0666922)
POINT (39.2925702 -6.8121919),POINT (104.999927 35.000074)
POINT (39.2925702 -6.8121919),POINT (15.6575209 45.3658443)
POINT (39.2925702 -6.8121919),POINT (15.3381061 49.7439047)
POINT (39.2925702 -6.8121919),POINT (10.3333283 55.670249)
POINT (39.2925702 -6.8121919),POINT (21.7168387 41.6171214)
POINT (39.2925702 -6.8121919),POINT (25.9209164 63.2467777)
POINT (39.2925702 -6.8121919),POINT (1.8883335 46.603354)
POINT (39.2925702 -6.8121919),POINT (10.4478313 51.1638175)
POINT (39.2925702 -6.8121919),POINT (21.9877132 38.9953683)
POINT (39.2925702 -6.8121919),POINT (19.5060937 47.1817585)
POINT (39.2925702 -6.8121919),POINT (-7.9794599 52.865196)
POINT (39.2925702 -6.8121919),POINT (12.674297 42.6384261)
POINT (39.2925702 -6.8121919),POINT (139.2394179 36.5748441)
POINT (39.2925702 -6.8121919),POINT (36.941628 31.1667049)
POINT (39.2925702 -6.8121919),POINT (6.129799 49.6112768)
POINT (39.2925702 -6.8121919),POINT (29.2675469 26.2540493)
POINT (-74.81680214508614 11.0026576),POINT (7.764579287532104 48.5362087)
POINT (-74.81680214508614 11.0026576),POINT (80.24437259453944 12.9838992)
POINT (-74.81680214508614 11.0026576),POINT (8.7876653 61.1529386)
POINT (-74.81680214508614 11.0026576),POINT (5.6343227 52.2434979)
POINT (-74.81680214508614 11.0026576),POINT (-87.4529316 40.9463651)
POINT (-74.81680214508614 11.0026576),POINT (102.2656823 4.5693754)
POINT (-74.81680214508614 11.0026576),POINT (102.6224222 17.9744411)
POINT (-74.81680214508614 11.0026576),POINT (19.9999619 41.000028)
POINT (-74.81680214508614 11.0026576),POINT (14.12456 47.59397)
POINT (-74.81680214508614 11.0026576),POINT (4.6667145 50.6402809)
POINT (-74.81680214508614 11.0026576),POINT (17.5961467 44.3053476)
POINT (-74.81680214508614 11.0026576),POINT (25.4856617 42.6073975)
POINT (-74.81680214508614 11.0026576),POINT (-107.991707 61.0666922)
POINT (-74.81680214508614 11.0026576),POINT (104.999927 35.000074)
POINT (-74.81680214508614 11.0026576),POINT (15.6575209 45.3658443)
POINT (-74.81680214508614 11.0026576),POINT (15.3381061 49.7439047)
POINT (-74.81680214508614 11.0026576),POINT (10.3333283 55.670249)
POINT (-74.81680214508614 11.0026576),POINT (21.7168387 41.6171214)
POINT (-74.81680214508614 11.0026576),POINT (25.9209164 63.2467777)
POINT (-74.81680214508614 11.0026576),POINT (1.8883335 46.603354)
POINT (-74.81680214508614 11.0026576),POINT (10.4478313 51.1638175)
POINT (-74.81680214508614 11.0026576),POINT (21.9877132 38.9953683)
POINT (-74.81680214508614 11.0026576),POINT (19.5060937 47.1817585)
POINT (-74.81680214508614 11.0026576),POINT (-7.9794599 52.865196)
POINT (-74.81680214508614 11.0026576),POINT (12.674297 42.6384261)
POINT (-74.81680214508614 11.0026576),POINT (139.2394179 36.5748441)
POINT (-74.81680214508614 11.0026576),POINT (36.941628 31.1667049)
POINT (-74.81680214508614 11.0026576),POINT (6.129799 49.6112768)
POINT (-74.81680214508614 11.0026576),POINT (29.2675469 26.2540493)
POINT (7.764579287532104 48.5362087),POINT (80.24437259453944 12.9838992)
POINT (7.764579287532104 48.5362087),POINT (8.7876653 61.1529386)
POINT (7.764579287532104 48.5362087),POINT (5.6343227 52.2434979)
POINT (7.764579287532104 48.5362087),POINT (-87.4529316 40.9463651)
POINT (7.764579287532104 48.5362087),POINT (102.2656823 4.5693754)
POINT (7.764579287532104 48.5362087),POINT (102.6224222 17.9744411)
POINT (7.764579287532104 48.5362087),POINT (19.9999619 41.000028)
POINT (7.764579287532104 48.5362087),POINT (14.12456 47.59397)
POINT (7.764579287532104 48.5362087),POINT (4.6667145 50.6402809)
POINT (7.764579287532104 48.5362087),POINT (17.5961467 44.3053476)
POINT (7.764579287532104 48.5362087),POINT (25.4856617 42.6073975)
POINT (7.764579287532104 48.5362087),POINT (-107.991707 61.0666922)
POINT (7.764579287532104 48.5362087),POINT (104.999927 35.000074)
POINT (7.764579287532104 48.5362087),POINT (15.6575209 45.3658443)
POINT (7.764579287532104 48.5362087),POINT (15.3381061 49.7439047)
POINT (7.764579287532104 48.5362087),POINT (10.3333283 55.670249)
POINT (7.764579287532104 48.5362087),POINT (21.7168387 41.6171214)
POINT (7.764579287532104 48.5362087),POINT (25.9209164 63.2467777)
POINT (7.764579287532104 48.5362087),POINT (1.8883335 46.603354)
POINT (7.764579287532104 48.5362087),POINT (10.4478313 51.1638175)
POINT (7.764579287532104 48.5362087),POINT (21.9877132 38.9953683)
POINT (7.764579287532104 48.5362087),POINT (19.5060937 47.1817585)
POINT (7.764579287532104 48.5362087),POINT (-7.9794599 52.865196)
POINT (7.764579287532104 48.5362087),POINT (12.674297 42.6384261)
POINT (7.764579287532104 48.5362087),POINT (139.2394179 36.5748441)
POINT (7.764579287532104 48.5362087),POINT (36.941628 31.1667049)
POINT (7.764579287532104 48.5362087),POINT (6.129799 49.6112768)
POINT (7.764579287532104 48.5362087),POINT (29.2675469 26.2540493)
POINT (80.24437259453944 12.9838992),POINT (8.7876653 61.1529386)
POINT (80.24437259453944 12.9838992),POINT (5.6343227 52.2434979)
POINT (80.24437259453944 12.9838992),POINT (-87.4529316 40.9463651)
POINT (80.24437259453944 12.9838992),POINT (102.2656823 4.5693754)
POINT (80.24437259453944 12.9838992),POINT (102.6224222 17.9744411)
POINT (80.24437259453944 12.9838992),POINT (19.9999619 41.000028)
POINT (80.24437259453944 12.9838992),POINT (14.12456 47.59397)
